metric,duration_hours,mean_difference_B_E_minus_B_N,ci95_low,ci95_high,replications,incident_zone_scenarios,sampled_node
incident_zone_mean_response_min,10.90948275862069,-0.19520465720834562,-0.3482457860037319,-0.04216352841295937,10,10,False
incident_zone_mean_response_min,11.0,-0.19653231860518047,-0.3523496183532617,-0.04071501885709927,10,10,True
incident_zone_mean_response_min,11.008620689655173,-0.19640461269226944,-0.3522412209396907,-0.04056800444484823,10,10,False
incident_zone_mean_response_min,11.107758620689655,-0.19352143591792392,-0.3480346036206352,-0.03900826821521264,10,10,False
incident_zone_mean_response_min,11.206896551724139,-0.18808115099218808,-0.3384893856881863,-0.03767291629618988,10,10,False
incident_zone_mean_response_min,11.306034482758621,-0.18014942290961114,-0.32379681581320585,-0.036502030006016456,10,10,False
incident_zone_mean_response_min,11.405172413793103,-0.16979191666474228,-0.30420149411623065,-0.03538233921325387,10,10,False
incident_zone_mean_response_min,11.504310344827587,-0.1570742972521304,-0.2800266669197998,-0.03412192758446096,10,10,False
incident_zone_mean_response_min,11.60344827586207,-0.14206222966632506,-0.25173543385872216,-0.032389025473927954,10,10,False
incident_zone_mean_response_min,11.702586206896552,-0.12482137890187531,-0.2200701182171093,-0.02957263958664129,10,10,False
incident_zone_mean_response_min,11.801724137931036,-0.10541740995332986,-0.1863679347931281,-0.024466885113531622,10,10,False
incident_zone_mean_response_min,11.900862068965518,-0.08391598781523861,-0.15319670947957104,-0.014635266150906198,10,10,False
incident_zone_mean_response_min,12.0,-0.060382777482150374,-0.12492644429526277,0.004160889330962023,10,10,True
nonincident_zone_mean_response_min,0.5,0.01813169155066152,-0.05396169403083388,0.09022507713215693,9,10,True
nonincident_zone_mean_response_min,0.5991379310344828,0.02409967191357358,-0.02595834590430568,0.07415768973145284,9,10,False
nonincident_zone_mean_response_min,0.6982758620689655,0.029238339171094627,-0.003382790694605342,0.061859469036794595,9,10,False
nonincident_zone_mean_response_min,0.7974137931034483,0.033203422051916176,0.006117374982639191,0.060289469121193165,9,10,False
nonincident_zone_mean_response_min,0.896551724137931,0.03565064928472976,0.004103285715853763,0.06719801285360576,9,10,False
nonincident_zone_mean_response_min,0.9956896551724138,0.036235749598226924,0.001627059345406509,0.07084443985104734,9,10,False
nonincident_zone_mean_response_min,1.0,0.036213628125152435,0.001614637363488075,0.0708126188868168,9,10,True
nonincident_zone_mean_response_min,1.0948275862068966,0.03460753964794087,0.0012972897829528346,0.0679177895129289,9,10,False
nonincident_zone_mean_response_min,1.1939655172413794,0.030962704076783643,0.0006178329106606151,0.06130757524290667,9,10,False
nonincident_zone_mean_response_min,1.293103448275862,0.025817410703099706,-0.0006222104859057581,0.05225703189210517,9,10,False
nonincident_zone_mean_response_min,1.3922413793103448,0.01968811280613396,-0.002918617543220252,0.04229484315548817,9,10,False
nonincident_zone_mean_response_min,1.4913793103448276,0.01309126366513131,-0.00706626668073734,0.03324879401099996,9,10,False
nonincident_zone_mean_response_min,1.5905172413793105,0.00654331655933668,-0.013621043565967996,0.026707676684641357,9,10,False
nonincident_zone_mean_response_min,1.6896551724137931,0.0005607247679949933,-0.021841918125624308,0.022963367661614293,9,10,False
nonincident_zone_mean_response_min,1.7887931034482758,-0.00434005842964885,-0.029888059128446123,0.02120794226914842,9,10,False
