incident_zone,duration_hours,metric,B_N_mean,B_E_mean,mean_difference_B_E_minus_B_N,ci95_low,ci95_high,replications
1,0.5,mean_response_min,6.977905542065642,6.958107506207635,-0.019798035858007258,-0.06458430448353407,0.024988232767519557,10
1,1.0,mean_response_min,9.103134010444881,9.117031550641387,0.013897540196506597,-0.007177688006576888,0.034972768399590085,10
1,2.0,mean_response_min,11.31447335685597,11.329721376236918,0.015248019380949173,-0.019245396880150856,0.049741435642049206,10
1,4.0,mean_response_min,20.88607028690432,20.900229721183347,0.014159434279027928,-0.07385729672845426,0.1021761652865101,10
1,5.0,mean_response_min,34.69048903655982,34.68244653104297,-0.008042505516852927,-0.026235916978645853,0.01015090594494,10
1,6.0,mean_response_min,53.79925220417259,53.76532498793997,-0.03392721623262318,-0.12424272529466893,0.056388292829422565,10
1,8.0,mean_response_min,80.03311163483689,79.84132592050703,-0.1917857143298555,-0.609555237306378,0.22598380864666692,10
1,10.0,mean_response_min,80.83336397428778,80.73267428846792,-0.10068968581984591,-0.2688883375360924,0.06750896589640057,10
1,11.0,mean_response_min,85.43555028343903,85.27083092898064,-0.16471935445836863,-0.413146676590884,0.08370796767414673,10
1,12.0,mean_response_min,102.99850802745709,102.94725681666141,-0.0512512107956681,-0.1320604257996791,0.029558004208342918,10
2,0.5,mean_response_min,6.3782142718448895,6.3782142718448895,0.0,0.0,0.0,9
2,1.0,mean_response_min,6.43449947874109,6.402625086165467,-0.03187439257562259,-0.10397927805040916,0.04023049289916397,10
2,2.0,mean_response_min,7.666843455029356,7.544635977079045,-0.12220747795031021,-0.26414084016156714,0.019725884260946694,10
2,4.0,mean_response_min,8.65200451590518,8.705098010865541,0.05309349496036351,-0.11660441413673042,0.22279140405745743,10
2,5.0,mean_response_min,9.300462926121282,9.296901409896776,-0.0035615162245060004,-0.011013170647463027,0.003890138198451027,10
2,6.0,mean_response_min,11.426675022422172,11.42538124764223,-0.0012937747799423248,-0.006772795588826944,0.004185246028942293,10
2,8.0,mean_response_min,24.77903018491232,24.79410922233506,0.015079037422740615,-0.2084670287702778,0.23862510361575903,10
2,10.0,mean_response_min,15.005873734485599,14.972247437167539,-0.033626297318062104,-0.18619920858662808,0.11894661395050388,10
2,11.0,mean_response_min,14.429155065879886,14.398237498065237,-0.03091756781464907,-0.09112819542312935,0.029293059793831205,10
2,12.0,mean_response_min,22.61455304562934,22.748610825821014,0.1340577801916761,-0.18476586827952948,0.4528814286628817,10
3,0.5,mean_response_min,7.18240611272658,7.0353114106588865,-0.14709470206769304,-0.48629569330241795,0.19210628916703187,9
3,1.0,mean_response_min,7.570561375102754,7.578292483944416,0.0077311088416624155,-0.006476991884190134,0.021939209567514967,10
3,2.0,mean_response_min,9.03141889993552,9.032001989047199,0.0005830891116776371,-0.000735950098853572,0.0019021283222088463,10
3,4.0,mean_response_min,10.782931342070972,10.861061863942556,0.07813052187158469,-0.07594212036986335,0.2322031641130327,10
3,5.0,mean_response_min,13.267625135943788,13.266770173902305,-0.0008549620414825653,-0.0027890205475429265,0.0010790964645777958,10
3,6.0,mean_response_min,17.231056121914484,17.182604484030694,-0.048451637883785995,-0.16309641281799656,0.06619313705042457,10
3,8.0,mean_response_min,37.66343509369569,37.56836542036224,-0.09506967333344356,-0.2734072611256092,0.08326791445872207,10
3,10.0,mean_response_min,29.17104857998125,29.166875894013504,-0.004172685967748002,-0.014838405183443787,0.006493033247947783,10
3,11.0,mean_response_min,28.53056229456872,28.360904131228985,-0.169658163339738,-0.45910316070652696,0.11978683402705098,10
3,12.0,mean_response_min,39.759612303134,39.693431021019705,-0.06618128211427923,-0.33675921220524274,0.20439664797668425,10
4,0.5,mean_response_min,5.758346193408179,5.758346193408179,0.0,0.0,0.0,9
4,1.0,mean_response_min,5.507444965134691,5.507444965134691,0.0,0.0,0.0,10
4,2.0,mean_response_min,6.633565379699149,6.684169608126714,0.050604228427564735,-0.06387048937772735,0.16507894623285682,10
4,4.0,mean_response_min,6.457425361434437,6.52074960673944,0.06332424530500277,-0.08937344896453678,0.21602193957454233,10
4,5.0,mean_response_min,7.316328157519474,7.315942340708444,-0.00038581681102929367,-0.01700290583967777,0.016231272217619185,10
4,6.0,mean_response_min,7.968075534535255,7.955107072300004,-0.012968462235249945,-0.057558663557673286,0.031621739087173396,10
4,8.0,mean_response_min,11.315582436764766,11.144270495652416,-0.1713119411123513,-0.49023864119151805,0.14761475896681545,10
4,10.0,mean_response_min,7.915391773803298,7.883090550423513,-0.0323012233797841,-0.057829045819489944,-0.006773400940078254,10
4,11.0,mean_response_min,7.884257018020828,8.016082508075497,0.13182549005466865,-0.13910196471195335,0.40275294482129065,10
4,12.0,mean_response_min,8.660116265905637,8.582332525186827,-0.07778374071880903,-0.18059736310204288,0.025029881664424825,10
5,0.5,mean_response_min,6.046260719387192,6.140687006675947,0.0944262872887553,-0.12332112167109097,0.3121736962486016,9
5,1.0,mean_response_min,5.773859111382795,5.807356714452276,0.03349760306948095,-0.019694199697906464,0.08668940583686836,10
5,2.0,mean_response_min,6.820476650812014,6.801009164283295,-0.019467486528719748,-0.07435012105108042,0.03541514799364093,10
5,4.0,mean_response_min,7.061986494955562,7.07963510534902,0.01764861039345673,-0.1923206247696774,0.22761784555659084,10
5,5.0,mean_response_min,6.972525661272613,6.914480592310808,-0.058045068961803635,-0.1385909567757177,0.022500818852110423,10
5,6.0,mean_response_min,7.195012563943758,7.198848417073785,0.003835853130025946,-0.07476673976366913,0.08243844602372102,10
5,8.0,mean_response_min,9.39680188873753,9.40075002414259,0.003948135405061759,-0.14567295326699348,0.15356922407711698,10
5,10.0,mean_response_min,6.617345090732241,6.609484298184599,-0.007860792547642336,-0.09154901408407333,0.07582742898878865,10
5,11.0,mean_response_min,6.610246480516388,6.560831072605298,-0.04941540791108947,-0.10020730294742988,0.0013764871252509442,10
5,12.0,mean_response_min,6.80909374767201,6.795735502754527,-0.013358244917482321,-0.06310798573046009,0.03639149589549545,10
6,0.5,mean_response_min,5.366848772406523,5.366848772406523,0.0,0.0,0.0,9
6,1.0,mean_response_min,5.364630864608195,5.304239926168757,-0.0603909384394389,-0.1970047323983211,0.07622285551944327,10
6,2.0,mean_response_min,6.044652838363578,6.023701526328421,-0.020951312035156898,-0.0683464726255073,0.026443848555193515,10
6,4.0,mean_response_min,6.071447961261648,6.030412612175608,-0.041035349086038675,-0.10118965688498963,0.01911895871291227,10
6,5.0,mean_response_min,5.878182413536905,5.82656243381208,-0.05161997972482553,-0.14477151780338257,0.04153155835373151,10
6,6.0,mean_response_min,5.781629930213674,5.748362070047335,-0.033267860166338356,-0.0782398496044942,0.011704129271817493,10
6,8.0,mean_response_min,7.459912652460399,7.4810231933132485,0.021110540852849267,-0.09615456259661426,0.13837564430231278,10
6,10.0,mean_response_min,5.42025816210834,5.362900529076993,-0.057357633031346555,-0.1067336825708679,-0.007981583491825206,10
6,11.0,mean_response_min,5.514182698175628,5.514001603694806,-0.000181094480822086,-0.044795601078311376,0.04443341211666721,10
6,12.0,mean_response_min,5.400013500552182,5.418134386445476,0.018120885893293172,-0.016461445961448024,0.05270321774803437,10
7,0.5,mean_response_min,7.363723566742203,7.319861961132911,-0.04386160560928993,-0.12357862581287557,0.03585541459429572,9
7,1.0,mean_response_min,8.477239879603552,8.587382737499833,0.11014285789628228,-0.03063482258074704,0.25092053837331163,10
7,2.0,mean_response_min,9.897007062316245,9.8130029066785,-0.0840041556377443,-0.1911524558286805,0.0231441445531919,10
7,4.0,mean_response_min,12.238308121553766,12.385922445031852,0.14761432347808395,-0.0960738169860487,0.39130246394221657,10
7,5.0,mean_response_min,16.122130556931943,15.972060239282134,-0.15007031764980816,-0.5908920399821663,0.29075140468255,10
7,6.0,mean_response_min,23.09737987030152,23.378508017502103,0.28112814720058343,-0.13356015197398075,0.6958164463751476,10
7,8.0,mean_response_min,45.168905726591206,45.030518296377664,-0.13838743021354638,-0.3162491872349791,0.03947432680788629,10
