incident_zone,mode,metric,duration_hours,mean,ci95_low,ci95_high,replications,sampled_node
1,B_E,mean_response_min,4.862068965517242,32.620818336017216,16.616951328119637,48.62468534391479,10,False
1,B_E,mean_response_min,4.961206896551724,34.124453196373,17.932372326471345,50.31653406627465,10,False
1,B_E,mean_response_min,5.0,34.68244653104297,18.437029268701142,50.9278637933848,10,True
1,B_E,mean_response_min,5.060344827586207,35.5821442445586,19.292969961308184,51.87131852780901,10,False
1,B_E,mean_response_min,5.1594827586206895,37.24426544655457,20.99743624346973,53.491094649639415,10,False
1,B_E,mean_response_min,5.258620689655173,39.09166052436839,23.000665627333095,55.182655421403695,10,False
1,B_E,mean_response_min,5.357758620689656,41.07425784414081,25.218833624905784,56.929682063375836,10,False
1,B_E,mean_response_min,5.456896551724138,43.14198577201256,27.568615254163852,58.71535628986127,10,False
1,B_E,mean_response_min,5.556034482758621,45.24477267412447,29.96865492723861,60.52089042101033,10,False
1,B_E,mean_response_min,5.655172413793103,47.332546916617225,32.3408216632481,62.32427216998635,10,False
1,B_E,mean_response_min,5.754310344827586,49.35523686563163,34.61109559487345,64.09937813638982,10,False
1,B_E,mean_response_min,5.853448275862069,51.26277088730846,36.709803077976055,65.81573869664086,10,False
1,B_E,mean_response_min,5.952586206896552,53.005077347788436,38.57087349380288,67.439281201774,10,False
1,B_E,mean_response_min,6.0,53.76532498793997,39.358146163550174,68.17250381232977,10,True
1,B_E,mean_response_min,6.051724137931035,54.5732676278951,40.18074137554617,68.96579388024402,10,False
1,B_E,mean_response_min,6.150862068965518,56.158757313999104,41.77595855066326,70.54155607733495,10,False
1,B_E,mean_response_min,6.25,57.78270260161285,43.38736845001783,72.17803675320786,10,False
1,B_E,mean_response_min,6.349137931034483,59.43310598537626,45.00514512054494,73.86106685020758,10,False
1,B_E,mean_response_min,6.448275862068966,61.09796995992921,46.61944294145047,75.57649697840795,10,False
1,B_E,mean_response_min,6.547413793103448,62.765297019911564,48.220425712209774,77.31016832761335,10,False
1,B_E,mean_response_min,6.6465517241379315,64.42308965996325,49.79828929062283,79.04789002930367,10,False
1,B_E,mean_response_min,6.745689655172414,66.05935037472412,51.34327748561516,80.77542326383308,10,False
1,B_E,mean_response_min,6.844827586206897,67.66208165883407,52.8456912799476,82.47847203772054,10,False
1,B_E,mean_response_min,6.94396551724138,69.21928600693299,54.29589173430219,84.14268027956379,10,False
1,B_E,mean_response_min,7.043103448275862,70.71896591366075,55.68429710038546,85.75363472693604,10,False
1,B_E,mean_response_min,7.142241379310345,72.14912387365727,57.00137474959719,87.29687299771736,10,False
1,B_E,mean_response_min,7.241379310344827,73.49776238156241,58.237628514846705,88.75789624827812,10,False
1,B_E,mean_response_min,7.3405172413793105,74.75288393201606,59.38358195946044,90.12218590457168,10,False
1,B_E,mean_response_min,7.439655172413794,75.90249101965813,60.42975794308271,91.37522409623355,10,False
1,B_E,mean_response_min,7.538793103448276,76.93458613912847,61.36665466298497,92.50251761527197,10,False
1,B_E,mean_response_min,7.637931034482759,77.83717178506699,62.18471812011506,93.4896254500189,10,False
1,B_E,mean_response_min,7.737068965517242,78.59825045211358,62.87431069815911,94.32219020606804,10,False
1,B_E,mean_response_min,7.836206896551724,79.2058246349081,63.425675251811995,94.9859740180042,10,False
1,B_E,mean_response_min,7.935344827586207,79.64789682809045,63.828893773797574,95.46689988238333,10,False
1,B_E,mean_response_min,8.0,79.84132592050703,64.00723531049897,95.6754165305151,10,True
1,B_E,mean_response_min,8.03448275862069,79.92106056079848,64.08109961618683,95.76102150541013,10,False
1,B_E,mean_response_min,8.133620689655173,80.12134932786361,64.26331297656759,95.97938567915963,10,False
1,B_E,mean_response_min,8.232758620689655,80.28171148893742,64.40327711930408,96.16014585857076,10,False
1,B_E,mean_response_min,8.331896551724139,80.40601739613426,64.50413200316036,96.30790278910816,10,False
1,B_E,mean_response_min,8.431034482758621,80.49813740156847,64.56902723959237,96.42724756354457,10,False
1,B_E,mean_response_min,8.530172413793103,80.56194185735441,64.60117308716245,96.52271062754637,10,False
1,B_E,mean_response_min,8.629310344827587,80.60130111560643,64.60388290678561,96.59871932442725,10,False
1,B_E,mean_response_min,8.72844827586207,80.6200855284389,64.5806068440526,96.65956421282522,10,False
1,B_E,mean_response_min,8.827586206896552,80.62216544796618,64.53495651809416,96.7093743778382,10,False
1,B_E,mean_response_min,8.926724137931036,80.61141122630258,64.47072056655284,96.75210188605232,10,False
1,B_E,mean_response_min,9.025862068965518,80.5916932155625,64.39187101312515,96.79151541799985,10,False
1,B_E,mean_response_min,9.125,80.56688176786027,64.30256057015976,96.83120296556078,10,False
1,B_E,mean_response_min,9.224137931034484,80.54084723531025,64.20711114188995,96.87458332873055,10,False
