duration_hours,external_count,replications,mean_response_min_n,mean_response_min_mean,mean_response_min_ci95_low,mean_response_min_ci95_high,cumulative_response_gain_min_n,cumulative_response_gain_min_mean,cumulative_response_gain_min_ci95_low,cumulative_response_gain_min_ci95_high,marginal_response_gain_min_n,marginal_response_gain_min_mean,marginal_response_gain_min_ci95_low,marginal_response_gain_min_ci95_high,total_delay_penalty_yuan_n,total_delay_penalty_yuan_mean,total_delay_penalty_yuan_ci95_low,total_delay_penalty_yuan_ci95_high,avoided_penalty_yuan_n,avoided_penalty_yuan_mean,avoided_penalty_yuan_ci95_low,avoided_penalty_yuan_ci95_high,avoided_penalty_per_vehicle_yuan_n,avoided_penalty_per_vehicle_yuan_mean,avoided_penalty_per_vehicle_yuan_ci95_low,avoided_penalty_per_vehicle_yuan_ci95_high,marginal_break_even_cost_yuan_n,marginal_break_even_cost_yuan_mean,marginal_break_even_cost_yuan_ci95_low,marginal_break_even_cost_yuan_ci95_high,external_dispatches_n,external_dispatches_mean,external_dispatches_ci95_low,external_dispatches_ci95_high,incident_zone_scenarios
5.0,6,10,10,4.725203628159127,4.527169041037825,4.923238215280429,10,7.616654341583813,2.22242798453769,13.010880698629936,10,0.13330862406522143,0.043098499513538405,0.22351874861690446,10,12208.342771710055,9304.42472207125,15112.26082134886,10,94061.26384499561,12025.937261588202,176096.59042840303,10,15676.877307499273,2004.32287693137,29349.43173806718,10,1565.7748659138633,263.5171480655372,2868.0325837621895,10,22.97,21.122941019088323,24.817058980911675,10
6.0,0,10,10,16.96871384960979,10.83046876744725,23.106958931772333,10,0.0,0.0,0.0,0,,,,10,186776.96396645322,80246.80817795031,293307.1197549561,10,0.0,0.0,0.0,0,,,,0,,,,10,0.0,0.0,0.0,10
6.0,1,10,10,9.111948648785484,5.864627074994755,12.359270222576214,10,7.856765200824308,4.852867430011591,10.860662971637025,10,7.856765200824308,4.852867430011591,10.860662971637025,10,76717.06616304143,19850.4036582619,133583.72866782095,10,110059.89780341178,59180.847950957665,160938.9476558659,10,110059.89780341178,59180.847950957665,160938.9476558659,10,110059.89780341178,59180.847950957665,160938.9476558659,10,7.2299999999999995,6.70643562853828,7.753564371461719,10
6.0,2,10,10,6.533766251317644,5.0259164939093335,8.041616008725955,10,10.434947598292148,5.724869415560153,15.145025781024142,10,2.578182397467839,0.807501674000312,4.348863120935366,10,39476.170511710814,12946.364248206435,66005.9767752152,10,147300.7934547424,66508.04100844807,228093.54590103676,10,73650.3967273712,33254.020504224034,114046.77295051838,10,37240.895651330626,6586.21119235504,67895.58011030621,10,12.7,11.880889443464227,13.519110556535772,10
6.0,3,10,10,5.546632233993938,4.839738810156183,6.253525657831693,10,11.422081615615854,5.9427221678016044,16.901441063430102,10,0.9871340173237073,0.17057445937887905,1.8036935752685355,10,25202.8174662374,12806.361047922766,37599.273884552036,10,161574.1465002158,67042.35978102894,256105.93321940268,10,53858.04883340527,22347.453260342983,85368.64440646756,10,14273.35304547341,-14.187940312544015,28560.894031259362,10,17.5,16.49114666288533,18.50885333711467,10
6.0,4,10,10,5.07360738272569,4.68239595476389,5.464818810687491,10,11.8951064668841,6.088021724598463,17.702191209169737,10,0.4730248512682465,0.13501357468788228,0.8110361278486107,10,18731.522830194495,12017.60524546413,25445.44041492486,10,168045.4411362587,67737.78085760001,268353.1014149174,10,42011.36028406468,16934.445214400002,67088.27535372935,10,6471.2946360429005,547.5795608524913,12395.00971123331,10,21.280000000000005,20.000419533072485,22.559580466927525,10
6.0,5,10,10,4.848995018900192,4.5709955935190685,5.126994444281316,10,12.119718830709601,6.189480098111527,18.049957563307675,10,0.22461236382550015,0.09657491723004058,0.3526498104209597,10,15804.575442985875,11133.457223217622,20475.69366275413,10,170972.38852346735,68558.14483087962,273386.63221605506,10,34194.47770469347,13711.628966175922,54677.326443211015,10,2926.94738720862,784.2126855564934,5069.682088860747,10,24.240000000000002,22.611805495916876,25.868194504083128,10
6.0,6,10,10,4.717612378734083,4.510328061508446,4.9248966959597205,10,12.251101470875708,6.230031342084238,18.27217159966718,10,0.13138264016610807,0.03006465204553234,0.2327006282866838,10,14036.150010243795,10736.155086443334,17336.144934044256,10,172740.8139562094,68784.42014176496,276697.2077706538,10,28790.135659368232,11464.070023627493,46116.20129510897,10,1768.4254327420833,125.45872793304875,3411.392137551118,10,26.68,24.526312325692004,28.833687674307996,10
8.0,0,10,10,28.603053561486995,20.916948122967415,36.28915900000658,10,0.0,0.0,0.0,0,,,,10,432994.592722257,258529.9254254949,607459.2600190191,10,0.0,0.0,0.0,0,,,,0,,,,10,0.0,0.0,0.0,10
8.0,1,10,10,14.179462885843634,9.355669559616757,19.00325621207051,10,14.423590675643359,11.45343980938543,17.39374154190129,10,14.423590675643359,11.45343980938543,17.39374154190129,10,189554.1038495958,80592.50406791965,298515.70363127196,10,243440.4888726612,176961.73710782692,309919.2406374955,10,243440.4888726612,176961.73710782692,309919.2406374955,10,243440.4888726612,176961.73710782692,309919.2406374955,10,9.73,9.215196997860158,10.244803002139843,10
