incident_zone,duration_hours,external_count,replications,mean_response_min_n,mean_response_min_mean,mean_response_min_ci95_low,mean_response_min_ci95_high,cumulative_response_gain_min_n,cumulative_response_gain_min_mean,cumulative_response_gain_min_ci95_low,cumulative_response_gain_min_ci95_high,marginal_response_gain_min_n,marginal_response_gain_min_mean,marginal_response_gain_min_ci95_low,marginal_response_gain_min_ci95_high,total_delay_penalty_yuan_n,total_delay_penalty_yuan_mean,total_delay_penalty_yuan_ci95_low,total_delay_penalty_yuan_ci95_high,avoided_penalty_yuan_n,avoided_penalty_yuan_mean,avoided_penalty_yuan_ci95_low,avoided_penalty_yuan_ci95_high,avoided_penalty_per_vehicle_yuan_n,avoided_penalty_per_vehicle_yuan_mean,avoided_penalty_per_vehicle_yuan_ci95_low,avoided_penalty_per_vehicle_yuan_ci95_high,marginal_break_even_cost_yuan_n,marginal_break_even_cost_yuan_mean,marginal_break_even_cost_yuan_ci95_low,marginal_break_even_cost_yuan_ci95_high,external_dispatches_n,external_dispatches_mean,external_dispatches_ci95_low,external_dispatches_ci95_high
1,4.0,5,10,10,5.200925444702534,4.554929898955274,5.846920990449794,10,15.699304276480813,3.130891425525265,28.267717127436363,10,0.8502976591327371,0.07023206874936516,1.6303632495161091,10,19378.296246671154,10675.127401755775,28081.465091586535,10,180461.95775403103,-1846.5155326747918,362770.43104073685,10,36092.391550806205,-369.3031065349642,72554.08620814738,10,9525.387429784112,-1450.247440210329,20501.022299778553,10,22.1,20.910125402372817,23.289874597627186
1,4.0,6,10,10,4.6250937201135525,4.259585021136845,4.99060241909026,10,16.275136001069797,3.4639998360440565,29.086272166095537,10,0.5758317245889819,0.28851094414489703,0.8631525050330668,10,13482.742886281558,8473.58868215417,18491.897090408944,10,186357.51111442066,668.2130946157267,372046.8091342256,10,31059.585185736767,111.3688491026187,62007.801522370915,10,5895.553360389597,2167.9722123855854,9623.13450839361,10,25.3,23.578843421735517,27.021156578264485
1,5.0,0,10,10,34.68244653104297,18.437029268701142,50.9278637933848,10,0.0,0.0,0.0,0,,,,10,424081.32593878516,146435.63339389476,701727.0184836756,10,0.0,0.0,0.0,0,,,,0,,,,10,0.0,0.0,0.0
1,5.0,1,10,10,16.677624709234127,6.063457500015302,27.29179191845295,10,18.00482182180884,11.257940605005455,24.751703038612224,10,18.00482182180884,11.257940605005455,24.751703038612224,10,185204.75206930045,6667.027583277522,363742.47655532334,10,238876.57386948477,129732.0613134066,348021.086425563,10,238876.57386948477,129732.0613134066,348021.086425563,10,238876.57386948477,129732.0613134066,348021.086425563,10,7.7,6.8046123998097,8.5953876001903
1,5.0,2,10,10,10.318574086739904,4.838671709459946,15.798476464019863,10,24.363872444303066,13.273769120732753,35.45397576787338,10,6.359050622494222,1.2006451038264414,11.517456141162004,10,95240.55876102182,3669.631611834775,186811.48591020887,10,328840.7671777634,139724.58537218333,517956.94898334343,10,164420.3835888817,69862.29268609166,258978.47449167172,10,89964.19330827863,2788.950800781895,177139.43581577536,10,13.5,11.77224892793178,15.22775107206822
1,5.0,3,10,10,7.673557890669612,4.436728157794645,10.910387623544578,10,27.008888640373357,13.825041341704207,40.19273593904251,10,2.6450161960702943,0.3590685647548142,4.930963827385774,10,58382.685728647906,4596.019187560283,112169.35226973554,10,365698.64021013735,140081.1198912638,591316.1605290109,10,121899.54673671241,46693.70663042122,197105.3868430036,10,36857.87303237391,-1362.8339020790809,75078.57996682689,10,18.2,16.817799142345425,19.582200857654573
1,5.0,4,10,10,6.244767549125644,4.341311961998533,8.148223136252755,10,28.437678981917326,13.990036129321243,42.885321834513405,10,1.4287903415439678,0.037401097055191235,2.8201795860327445,10,38717.76814884633,7726.911755370169,69708.62454232249,10,385363.5577899389,137863.7263830117,632863.3891968661,10,96340.88944748472,34465.931595752925,158215.84729921652,10,19664.917579801582,-3699.307629875304,43029.14278947847,10,23.2,21.737838171679076,24.662161828320922
1,5.0,5,10,10,5.282769601382409,4.221200466257232,6.344338736507585,10,29.399676929660565,14.118532964768725,44.680820894552404,10,0.9619979477432349,0.08351789025633527,1.8404780052301346,10,25535.85460833747,8932.687561579172,42139.02165509577,10,398545.47133044776,136772.94651153858,660317.996149357,10,79709.09426608954,27354.5893023077,132063.59922987138,10,13181.913540508856,-1520.4064043502585,27884.23348536797,10,27.8,26.417799142345427,29.182200857654575
1,5.0,6,10,10,4.675120060184466,4.145822062492513,5.204418057876419,10,30.007326470858498,14.172488431450285,45.84216451026671,10,0.6076495411979428,0.024294853717938825,1.1910042286779468,10,17384.23768491037,9407.852098850562,25360.62327097018,10,406697.08825387474,136189.6442897374,677204.532218012,10,67782.84804231247,22698.27404828959,112867.42203633535,10,8151.6169234271,-876.232386410602,17179.4662332648,10,31.6,30.2014411663571,32.9985588336429
1,6.0,0,10,10,53.76532498793997,39.358146163550174,68.17250381232977,10,0.0,0.0,0.0,0,,,,10,769520.81169641,469985.2369909879,1069056.386401832,10,0.0,0.0,0.0,0,,,,0,,,,10,0.0,0.0,0.0
1,6.0,1,10,10,23.406730296647034,12.050226084542304,34.763234508751765,10,30.35859469129293,25.267845782170955,35.4493436004149,10,30.35859469129293,25.267845782170955,35.4493436004149,10,315752.88479375397,95371.29349447673,536134.4760930312,10,453767.9269026561,358948.848544952,548587.0052603602,10,453767.9269026561,358948.848544952,548587.0052603602,10,453767.9269026561,358948.848544952,548587.0052603602,10,10.6,9.2014411663571,11.9985588336429
1,6.0,2,10,10,12.186537719160304,5.231059562759101,19.14201587556151,10,41.578787268779664,32.655151411066,50.502423126493326,10,11.220192577486731,6.241976159080083,16.19840899589338,10,140261.16183378204,8089.156678643078,272433.166988921,10,629259.6498626278,447552.96804756194,810966.3316776938,10,314629.8249313139,223776.48402378097,405483.1658388469,10,175491.72295997193,80206.8166723727,270776.62924757117,10,16.3,14.21985385737214,18.38014614262786
1,6.0,3,10,10,7.902042751663099,4.386028235729283,11.418057267596915,10,45.86328223627686,34.47367077758741,57.25289369496631,10,4.2844949674972055,0.6933695256137531,7.875620409380658,10,70987.67084629425,4798.006599239889,137177.3350933486,10,698533.1408501158,459595.10241178644,937471.1792884452,10,232844.38028337192,153198.36747059546,312490.3930961484,10,69273.49098748776,1146.5241459520475,137400.45782902348,10,21.6,19.74680982638157,23.453190173618434
