mode,external_count,external_sites,call_digest,calls,mean_response_min,p95_response_min,strict_4min_rate,mean_wait_min,mean_delay_penalty_yuan_per_call,incident_zone_calls,incident_zone_mean_response_min,incident_zone_p95_response_min,incident_zone_strict_4min_rate,incident_zone_mean_wait_min,incident_zone_mean_delay_penalty_yuan_per_call,nonincident_zone_calls,nonincident_zone_mean_response_min,nonincident_zone_p95_response_min,nonincident_zone_strict_4min_rate,nonincident_zone_mean_wait_min,nonincident_zone_mean_delay_penalty_yuan_per_call,max_incident_queue,incident_end_backlog,external_dispatches,max_daily_dispatches_per_ambulance,incident_zone,duration_hours,start_hour,seed,total_delay_penalty_yuan,cumulative_response_gain_min,marginal_response_gain_min,avoided_penalty_yuan,avoided_penalty_per_vehicle_yuan,marginal_break_even_cost_yuan
B_E,3,S1|S1|S1,961676940394df98d74dbd90bac1b0cc339cca2612be52a49cee1b40538ec714,10,4.030487586810887,8.186941557398011,0.8,0.0,166.0975173621773,8,4.288109483513608,8.255948804085167,0.75,0.0,207.62189670272164,2,3.0,3.0,1.0,0.0,0.0,1,0,3,12,1,0.5,17.75,600001,1660.9751736217731,2.003883481252471,0.6798692684790382,3407.766962504942,1135.9223208349806,1159.738536958076
B_E,4,S1|S1|S1|S1,961676940394df98d74dbd90bac1b0cc339cca2612be52a49cee1b40538ec714,10,3.4807401700618654,5.644070935340254,0.9,0.0,76.14803401237305,8,3.6009252125773314,6.124811105402122,0.875,0.0,95.18504251546631,2,3.0,3.0,1.0,0.0,0.0,1,0,4,12,1,0.5,17.75,600001,761.4803401237305,2.5536308980014923,0.5497474167490215,4307.261796002985,1076.8154490007462,899.4948334980427
B_E,5,S1|S1|S1|S1|S1,961676940394df98d74dbd90bac1b0cc339cca2612be52a49cee1b40538ec714,10,3.0,3.0,1.0,0.0,0.0,8,3.0,3.0,1.0,0.0,0.0,2,3.0,3.0,1.0,0.0,0.0,1,0,5,12,1,0.5,17.75,600001,0.0,3.0343710680633578,0.4807401700618654,5068.742136126715,1013.748427225343,761.4803401237305
B_E,6,S1|S1|S1|S1|S1|S1,961676940394df98d74dbd90bac1b0cc339cca2612be52a49cee1b40538ec714,10,3.0,3.0,1.0,0.0,0.0,8,3.0,3.0,1.0,0.0,0.0,2,3.0,3.0,1.0,0.0,0.0,1,0,6,12,1,0.5,17.75,600001,0.0,3.0343710680633578,0.0,5068.742136126715,844.7903560211192,0.0
B_E,0,,84e05b3024c029419d6fce70236102c0a6f039dbe62c3c0e44f8aad913a1dee9,1,3.0,3.0,1.0,0.0,0.0,1,3.0,3.0,1.0,0.0,0.0,0,,,,,,1,0,0,12,1,0.5,17.75,600002,0.0,0.0,,0.0,,
B_E,1,S1,84e05b3024c029419d6fce70236102c0a6f039dbe62c3c0e44f8aad913a1dee9,1,3.0,3.0,1.0,0.0,0.0,1,3.0,3.0,1.0,0.0,0.0,0,,,,,,1,0,1,12,1,0.5,17.75,600002,0.0,0.0,0.0,0.0,0.0,0.0
B_E,2,S1|S1,84e05b3024c029419d6fce70236102c0a6f039dbe62c3c0e44f8aad913a1dee9,1,3.0,3.0,1.0,0.0,0.0,1,3.0,3.0,1.0,0.0,0.0,0,,,,,,1,0,1,12,1,0.5,17.75,600002,0.0,0.0,0.0,0.0,0.0,0.0
B_E,3,S1|S1|S1,84e05b3024c029419d6fce70236102c0a6f039dbe62c3c0e44f8aad913a1dee9,1,3.0,3.0,1.0,0.0,0.0,1,3.0,3.0,1.0,0.0,0.0,0,,,,,,1,0,1,12,1,0.5,17.75,600002,0.0,0.0,0.0,0.0,0.0,0.0
B_E,4,S1|S1|S1|S1,84e05b3024c029419d6fce70236102c0a6f039dbe62c3c0e44f8aad913a1dee9,1,3.0,3.0,1.0,0.0,0.0,1,3.0,3.0,1.0,0.0,0.0,0,,,,,,1,0,1,12,1,0.5,17.75,600002,0.0,0.0,0.0,0.0,0.0,0.0
B_E,5,S1|S1|S1|S1|S1,84e05b3024c029419d6fce70236102c0a6f039dbe62c3c0e44f8aad913a1dee9,1,3.0,3.0,1.0,0.0,0.0,1,3.0,3.0,1.0,0.0,0.0,0,,,,,,1,0,1,12,1,0.5,17.75,600002,0.0,0.0,0.0,0.0,0.0,0.0
B_E,6,S1|S1|S1|S1|S1|S1,84e05b3024c029419d6fce70236102c0a6f039dbe62c3c0e44f8aad913a1dee9,1,3.0,3.0,1.0,0.0,0.0,1,3.0,3.0,1.0,0.0,0.0,0,,,,,,1,0,1,12,1,0.5,17.75,600002,0.0,0.0,0.0,0.0,0.0,0.0
B_E,0,,777dbe332e47e3c328c496c3f6c64ca5b87abdd731f6a59e656302754f25f7b8,11,10.4367843408316,21.78832306536181,0.09090909090909091,3.824208555309848,1305.5386863481383,3,17.358040099404608,25.79841433477485,0.0,10.259317815311078,2671.608019880922,8,7.841313431366722,13.942615624342121,0.125,1.4110425828093867,793.2626862733445,3,3,0,12,1,0.5,17.75,600003,14360.92554982952,0.0,,0.0,,
B_E,1,S1,777dbe332e47e3c328c496c3f6c64ca5b87abdd731f6a59e656302754f25f7b8,11,9.398184685292659,22.663004332717225,0.18181818181818182,1.748295598449741,1116.0005734221677,3,11.096090369781555,20.46146466441802,0.3333333333333333,2.7080434250625935,1485.8847406229772,8,8.761470053609322,18.727430060003627,0.125,1.3883901634699214,977.2940107218642,2,2,1,12,1,0.5,17.75,600003,12276.006307643846,1.0385996555389418,1.0385996555389418,2084.919242185675,2084.919242185675,2084.919242185675
B_E,2,S1|S1,777dbe332e47e3c328c496c3f6c64ca5b87abdd731f6a59e656302754f25f7b8,11,6.87717175040861,10.37080180263122,0.18181818181818182,0.7220828109520053,611.7979864453582,3,7.480128362654091,10.698367245173873,0.3333333333333333,2.647636973490686,762.6923391974848,8,6.651063020816554,9.101740840330274,0.125,0.0,555.2126041633107,1,1,2,12,1,0.5,17.75,600003,6729.77785089894,3.559612590422991,2.521012934884049,7631.14769893058,3815.57384946529,5546.228456744905
B_E,3,S1|S1|S1,777dbe332e47e3c328c496c3f6c64ca5b87abdd731f6a59e656302754f25f7b8,11,6.155088939456604,9.148083426140296,0.2727272727272727,0.0,485.56324243677534,3,4.832491389163405,7.947726750741192,0.6666666666666666,0.0,299.8316111660143,8,6.651063020816554,9.101740840330274,0.125,0.0,555.2126041633107,1,0,3,12,1,0.5,17.75,600003,5341.195666804529,4.281695401374996,0.7220828109520054,9019.729883024993,3006.576627674998,1388.5821840944118
B_E,4,S1|S1|S1|S1,777dbe332e47e3c328c496c3f6c64ca5b87abdd731f6a59e656302754f25f7b8,11,5.655318560593858,8.803047192704517,0.36363636363636365,0.0,403.7909848460442,3,3.0,3.0,1.0,0.0,0.0,8,6.651063020816554,9.101740840330274,0.125,0.0,555.2126041633107,1,0,4,12,1,0.5,17.75,600003,4441.700833306486,4.781465780237743,0.49977037886274633,9919.224716523035,2479.8061791307587,899.4948334980427
B_E,5,S1|S1|S1|S1|S1,777dbe332e47e3c328c496c3f6c64ca5b87abdd731f6a59e656302754f25f7b8,11,5.655318560593858,8.803047192704517,0.36363636363636365,0.0,403.7909848460442,3,3.0,3.0,1.0,0.0,0.0,8,6.651063020816554,9.101740840330274,0.125,0.0,555.2126041633107,1,0,5,12,1,0.5,17.75,600003,4441.700833306486,4.781465780237743,0.0,9919.224716523035,1983.8449433046069,0.0
B_E,6,S1|S1|S1|S1|S1|S1,777dbe332e47e3c328c496c3f6c64ca5b87abdd731f6a59e656302754f25f7b8,11,5.655318560593858,8.803047192704517,0.36363636363636365,0.0,403.7909848460442,3,3.0,3.0,1.0,0.0,0.0,8,6.651063020816554,9.101740840330274,0.125,0.0,555.2126041633107,1,0,6,12,1,0.5,17.75,600003,4441.700833306486,4.781465780237743,0.0,9919.224716523035,1653.2041194205058,0.0
B_E,0,,6f361b5f72f7a5289ffb40187bba904b9c74c116e53d12923e0267edb9222c36,7,5.859817178450988,8.497474167490214,0.42857142857142855,0.0,457.67772140448335,5,5.198989666996086,8.497474167490214,0.6,0.0,359.79793339921713,2,7.511885957088246,7.777850126265612,0.0,0.0,702.3771914176491,1,0,0,12,1,0.5,17.75,600004,3203.7440498313836,0.0,,0.0,,
B_E,1,S1,6f361b5f72f7a5289ffb40187bba904b9c74c116e53d12923e0267edb9222c36,7,5.074463725952386,8.290452427428745,0.5714285714285714,0.0,329.17845947619156,5,4.099494833498043,7.39797933399217,0.8,0.0,179.89896669960856,2,7.511885957088246,7.777850126265612,0.0,0.0,702.3771914176491,1,0,1,12,1,0.5,17.75,600004,2304.249216333341,0.7853534524986019,0.7853534524986019,899.4948334980427,899.4948334980427,899.4948334980427
B_E,2,S1|S1,6f361b5f72f7a5289ffb40187bba904b9c74c116e53d12923e0267edb9222c36,7,4.289110273453785,7.630092254500408,0.7142857142857143,0.0,200.67919754789975,5,3.0,3.0,1.0,0.0,0.0,2,7.511885957088246,7.777850126265612,0.0,0.0,702.3771914176491,1,0,2,12,1,0.5,17.75,600004,1404.7543828352982,1.570706904997203,0.785353452498601,1798.9896669960854,899.4948334980427,899.4948334980427
B_E,3,S1|S1|S1,6f361b5f72f7a5289ffb40187bba904b9c74c116e53d12923e0267edb9222c36,7,4.289110273453785,7.630092254500408,0.7142857142857143,0.0,200.67919754789975,5,3.0,3.0,1.0,0.0,0.0,2,7.511885957088246,7.777850126265612,0.0,0.0,702.3771914176491,1,0,3,12,1,0.5,17.75,600004,1404.7543828352982,1.570706904997203,0.0,1798.9896669960854,599.6632223320285,0.0
B_E,4,S1|S1|S1|S1,6f361b5f72f7a5289ffb40187bba904b9c74c116e53d12923e0267edb9222c36,7,4.289110273453785,7.630092254500408,0.7142857142857143,0.0,200.67919754789975,5,3.0,3.0,1.0,0.0,0.0,2,7.511885957088246,7.777850126265612,0.0,0.0,702.3771914176491,1,0,4,12,1,0.5,17.75,600004,1404.7543828352982,1.570706904997203,0.0,1798.9896669960854,449.74741674902134,0.0
B_E,5,S1|S1|S1|S1|S1,6f361b5f72f7a5289ffb40187bba904b9c74c116e53d12923e0267edb9222c36,7,4.573580414049745,9.023995943420616,0.7142857142857143,0.0,257.573225667092,5,3.0,3.0,1.0,0.0,0.0,2,8.50753144917411,9.669576561228753,0.0,0.0,901.5062898348219,1,0,5,12,1,0.5,17.75,600004,1803.012579669644,1.2862367644012425,-0.28447014059596043,1400.7314701617395,280.1462940323479,-398.2581968343459
B_E,6,S1|S1|S1|S1|S1|S1,6f361b5f72f7a5289ffb40187bba904b9c74c116e53d12923e0267edb9222c36,7,4.573580414049745,9.023995943420616,0.7142857142857143,0.0,257.573225667092,5,3.0,3.0,1.0,0.0,0.0,2,8.50753144917411,9.669576561228753,0.0,0.0,901.5062898348219,1,0,6,12,1,0.5,17.75,600004,1803.012579669644,1.2862367644012425,0.0,1400.7314701617395,233.4552450269566,0.0
B_E,0,,28de23b7a02fdd2acf585d25661ae5985d9072728cda33f07154819411685016,12,15.062315699474324,26.891358485981687,0.08333333333333333,6.721545951509445,2229.1298065615315,7,16.3448945039268,27.98653693350915,0.0,7.469246948144116,2468.97890078536,5,13.266705373240859,23.993135090494917,0.2,5.674764556220907,1893.3410746481718,5,5,0,12,1,0.5,17.75,600005,26749.557678738376,0.0,,0.0,,
B_E,1,S1,28de23b7a02fdd2acf585d25661ae5985d9072728cda33f07154819411685016,12,11.15417297570957,22.050109855899304,0.25,3.7802845754134373,1480.834595141914,7,10.92272826947759,20.36016741219888,0.2857142857142857,3.1185139572470297,1441.6885110383753,5,11.47819556443434,21.319960034895548,0.2,4.706763440846407,1535.639112886868,4,4,1,12,1,0.5,17.75,600005,17770.015141702967,3.9081427237647546,3.9081427237647546,8979.54253703541,8979.54253703541,8979.54253703541
B_E,2,S1|S1,28de23b7a02fdd2acf585d25661ae5985d9072728cda33f07154819411685016,12,8.56728425070092,21.476772755631774,0.3333333333333333,2.4731460796683677,980.1235168068507,7,8.503382324055405,18.235110985173105,0.42857142857142855,2.5421098555702235,986.3907505253667,5,8.656746948004642,19.0322900949563,0.2,2.3765967934057697,971.3493896009284,3,3,2,12,1,0.5,17.75,600005,11761.482201682209,6.495031448773403,2.5868887250086487,14988.075477056167,7494.0377385280835,6008.532940020757
B_E,3,S1|S1|S1,28de23b7a02fdd2acf585d25661ae5985d9072728cda33f07154819411685016,12,6.478692455662539,13.749432196735816,0.4166666666666667,1.4469434637837064,579.071824465841,7,5.674430800747794,10.057489339424956,0.5714285714285714,1.1037238957505906,449.1718744352732,5,7.60465877254318,15.517205136738923,0.2,1.9274508590300683,760.931754508636,2,2,3,12,1,0.5,17.75,600005,6948.861893590092,8.583623243811784,2.088591795038381,19800.695785148284,6600.231928382761,4812.620308092117
B_E,4,S1|S1|S1|S1,28de23b7a02fdd2acf585d25661ae5985d9072728cda33f07154819411685016,12,6.103712291783314,13.000166088105791,0.5,0.45669479986463557,520.7424583566626,7,5.958824387183098,14.778762423281023,0.7142857142857143,0.7829053711965182,534.6220202937624,5,6.306555358223615,9.631523735832191,0.2,0.0,501.31107164472286,1,1,4,12,1,0.5,17.75,600005,6248.909500279951,8.95860340769101,0.3749801638792256,20500.648178458425,5125.162044614606,699.9523933101409
B_E,5,S1|S1|S1|S1|S1,28de23b7a02fdd2acf585d25661ae5985d9072728cda33f07154819411685016,12,4.72741937010901,8.706892365119366,0.5833333333333334,0.0,262.15054068846865,7,3.785353452498602,6.848231917243146,0.8571428571428571,0.0,128.49926192829182,5,6.046311654763581,8.869773185497595,0.2,0.0,449.2623309527163,1,0,5,12,1,0.5,17.75,600005,3145.8064882616236,10.334896329365314,1.3762929216743034,23603.751190476753,4720.75023809535,3103.1030120183277
B_E,6,S1|S1|S1|S1|S1|S1,28de23b7a02fdd2acf585d25661ae5985d9072728cda33f07154819411685016,12,4.7395670599356245,9.083022500275288,0.5833333333333334,0.0,264.58007865379165,7,3.785353452498602,6.848231917243146,0.8571428571428571,0.0,128.49926192829182,5,6.075466110347458,9.400434487956034,0.2,0.0,455.09322206949145,1,0,6,12,1,0.5,17.75,600005,3174.9609438455,10.322748639538698,-0.012147689826614183,23574.596734892875,3929.0994558154794,-29.15445558387637
B_E,0,,93a2cf263281b6786abbd0ff4ddd7987e2da9d54b0a48e992a078d10a6b4876a,8,7.847056388468657,11.432740427115679,0.25,0.0,819.4112776937313,7,7.8527213438758,11.432740427115679,0.2857142857142857,0.0,827.6871259180172,1,7.8074017006186525,7.8074017006186525,0.0,0.0,761.4803401237305,1,0,0,12,1,0.5,17.75,600006,6555.290221549851,0.0,,0.0,,
B_E,1,S1,93a2cf263281b6786abbd0ff4ddd7987e2da9d54b0a48e992a078d10a6b4876a,8,6.792963835079197,10.860823717301823,0.375,0.0,633.5927670158394,7,6.648044140002133,10.942526104418087,0.42857142857142855,0.0,615.3231137147121,1,7.8074017006186525,7.8074017006186525,0.0,0.0,761.4803401237305,1,0,1,12,1,0.5,17.75,600006,5068.742136126715,1.0540925533894594,1.0540925533894594,1486.5480854231355,1486.5480854231355,1486.5480854231355
B_E,2,S1|S1,93a2cf263281b6786abbd0ff4ddd7987e2da9d54b0a48e992a078d10a6b4876a,8,5.738871281689738,9.343266203735322,0.5,0.0,447.77425633794746,7,5.443366936128464,9.408327129600329,0.5714285714285714,0.0,402.959101511407,1,7.8074017006186525,7.8074017006186525,0.0,0.0,761.4803401237305,1,0,2,12,1,0.5,17.75,600006,3582.1940507035797,2.108185106778919,1.0540925533894594,2973.096170846271,1486.5480854231355,1486.5480854231355
B_E,3,S1|S1|S1,93a2cf263281b6786abbd0ff4ddd7987e2da9d54b0a48e992a078d10a6b4876a,8,5.137946069112406,9.343266203735322,0.625,0.0,352.58921382248116,7,4.756595264611513,9.408327129600329,0.7142857142857143,0.0,294.17619577944555,1,7.8074017006186525,7.8074017006186525,0.0,0.0,761.4803401237305,1,0,3,12,1,0.5,17.75,600006,2820.7137105798492,2.7091103193562507,0.6009252125773319,3734.5765109700014,1244.8588369900006,761.4803401237305
B_E,4,S1|S1|S1|S1,93a2cf263281b6786abbd0ff4ddd7987e2da9d54b0a48e992a078d10a6b4876a,8,4.288109483513608,8.255948804085167,0.75,0.0,207.62189670272164,7,3.785353452498602,6.848231917243146,0.8571428571428571,0.0,128.49926192829182,1,7.8074017006186525,7.8074017006186525,0.0,0.0,761.4803401237305,1,0,4,12,1,0.5,17.75,600006,1660.9751736217731,3.5589469049550484,0.8498365855987977,4894.315047928078,1223.5787619820194,1159.738536958076
B_E,5,S1|S1|S1|S1|S1,93a2cf263281b6786abbd0ff4ddd7987e2da9d54b0a48e992a078d10a6b4876a,8,3.6009252125773314,6.124811105402122,0.875,0.0,95.18504251546631,7,3.0,3.0,1.0,0.0,0.0,1,7.8074017006186525,7.8074017006186525,0.0,0.0,761.4803401237305,1,0,5,12,1,0.5,17.75,600006,761.4803401237305,4.246131175891325,0.6871842709362768,5793.80988142612,1158.7619762852241,899.4948334980427
B_E,6,S1|S1|S1|S1|S1|S1,93a2cf263281b6786abbd0ff4ddd7987e2da9d54b0a48e992a078d10a6b4876a,8,3.6009252125773314,6.124811105402122,0.875,0.0,95.18504251546631,7,3.0,3.0,1.0,0.0,0.0,1,7.8074017006186525,7.8074017006186525,0.0,0.0,761.4803401237305,1,0,6,12,1,0.5,17.75,600006,761.4803401237305,4.246131175891325,0.0,5793.80988142612,965.6349802376867,0.0
B_E,0,,bc60acc8a0d86631a9aff2768ef84d00264b671a1c5eb4d77cfae62a88b98019,3,3.628539361054709,4.697056274847714,0.6666666666666666,0.0,59.04120554427514,1,3.0,3.0,1.0,0.0,0.0,2,3.9428090415820636,4.791337179005921,0.5,0.0,88.56180831641271,1,0,0,12,1,0.5,17.75,600007,177.12361663282542,0.0,,0.0,,
B_E,1,S1,bc60acc8a0d86631a9aff2768ef84d00264b671a1c5eb4d77cfae62a88b98019,3,3.628539361054709,4.697056274847714,0.6666666666666666,0.0,59.04120554427514,1,3.0,3.0,1.0,0.0,0.0,2,3.9428090415820636,4.791337179005921,0.5,0.0,88.56180831641271,1,0,1,12,1,0.5,17.75,600007,177.12361663282542,0.0,0.0,0.0,0.0,0.0
B_E,2,S1|S1,bc60acc8a0d86631a9aff2768ef84d00264b671a1c5eb4d77cfae62a88b98019,3,3.628539361054709,4.697056274847714,0.6666666666666666,0.0,59.04120554427514,1,3.0,3.0,1.0,0.0,0.0,2,3.9428090415820636,4.791337179005921,0.5,0.0,88.56180831641271,1,0,1,12,1,0.5,17.75,600007,177.12361663282542,0.0,0.0,0.0,0.0,0.0
B_E,3,S1|S1|S1,bc60acc8a0d86631a9aff2768ef84d00264b671a1c5eb4d77cfae62a88b98019,3,3.628539361054709,4.697056274847714,0.6666666666666666,0.0,59.04120554427514,1,3.0,3.0,1.0,0.0,0.0,2,3.9428090415820636,4.791337179005921,0.5,0.0,88.56180831641271,1,0,1,12,1,0.5,17.75,600007,177.12361663282542,0.0,0.0,0.0,0.0,0.0
B_E,4,S1|S1|S1|S1,bc60acc8a0d86631a9aff2768ef84d00264b671a1c5eb4d77cfae62a88b98019,3,3.628539361054709,4.697056274847714,0.6666666666666666,0.0,59.04120554427514,1,3.0,3.0,1.0,0.0,0.0,2,3.9428090415820636,4.791337179005921,0.5,0.0,88.56180831641271,1,0,1,12,1,0.5,17.75,600007,177.12361663282542,0.0,0.0,0.0,0.0,0.0
B_E,5,S1|S1|S1|S1|S1,bc60acc8a0d86631a9aff2768ef84d00264b671a1c5eb4d77cfae62a88b98019,3,3.628539361054709,4.697056274847714,0.6666666666666666,0.0,59.04120554427514,1,3.0,3.0,1.0,0.0,0.0,2,3.9428090415820636,4.791337179005921,0.5,0.0,88.56180831641271,1,0,1,12,1,0.5,17.75,600007,177.12361663282542,0.0,0.0,0.0,0.0,0.0
B_E,6,S1|S1|S1|S1|S1|S1,bc60acc8a0d86631a9aff2768ef84d00264b671a1c5eb4d77cfae62a88b98019,3,3.628539361054709,4.697056274847714,0.6666666666666666,0.0,59.04120554427514,1,3.0,3.0,1.0,0.0,0.0,2,3.9428090415820636,4.791337179005921,0.5,0.0,88.56180831641271,1,0,1,12,1,0.5,17.75,600007,177.12361663282542,0.0,0.0,0.0,0.0,0.0
B_E,0,,8d0690613628bd42baa7519ffd9a937646fa0a33db634e3fbb0abdc9730f8210,3,4.832491389163405,7.947726750741192,0.6666666666666666,0.0,299.8316111660143,3,4.832491389163405,7.947726750741192,0.6666666666666666,0.0,299.8316111660143,0,,,,,,1,0,0,12,1,0.5,17.75,600008,899.4948334980429,0.0,,0.0,,
B_E,1,S1,8d0690613628bd42baa7519ffd9a937646fa0a33db634e3fbb0abdc9730f8210,3,3.0,3.0,1.0,0.0,0.0,3,3.0,3.0,1.0,0.0,0.0,0,,,,,,1,0,1,12,1,0.5,17.75,600008,0.0,1.8324913891634047,1.8324913891634047,899.4948334980429,899.4948334980429,899.4948334980429
B_E,2,S1|S1,8d0690613628bd42baa7519ffd9a937646fa0a33db634e3fbb0abdc9730f8210,3,3.0,3.0,1.0,0.0,0.0,3,3.0,3.0,1.0,0.0,0.0,0,,,,,,1,0,2,12,1,0.5,17.75,600008,0.0,1.8324913891634047,0.0,899.4948334980429,449.74741674902145,0.0
B_E,3,S1|S1|S1,8d0690613628bd42baa7519ffd9a937646fa0a33db634e3fbb0abdc9730f8210,3,3.0,3.0,1.0,0.0,0.0,3,3.0,3.0,1.0,0.0,0.0,0,,,,,,1,0,3,12,1,0.5,17.75,600008,0.0,1.8324913891634047,0.0,899.4948334980429,299.8316111660143,0.0
B_E,4,S1|S1|S1|S1,8d0690613628bd42baa7519ffd9a937646fa0a33db634e3fbb0abdc9730f8210,3,3.0,3.0,1.0,0.0,0.0,3,3.0,3.0,1.0,0.0,0.0,0,,,,,,1,0,3,12,1,0.5,17.75,600008,0.0,1.8324913891634047,0.0,899.4948334980429,224.87370837451073,0.0
B_E,5,S1|S1|S1|S1|S1,8d0690613628bd42baa7519ffd9a937646fa0a33db634e3fbb0abdc9730f8210,3,3.0,3.0,1.0,0.0,0.0,3,3.0,3.0,1.0,0.0,0.0,0,,,,,,1,0,3,12,1,0.5,17.75,600008,0.0,1.8324913891634047,0.0,899.4948334980429,179.8989666996086,0.0
B_E,6,S1|S1|S1|S1|S1|S1,8d0690613628bd42baa7519ffd9a937646fa0a33db634e3fbb0abdc9730f8210,3,3.0,3.0,1.0,0.0,0.0,3,3.0,3.0,1.0,0.0,0.0,0,,,,,,1,0,3,12,1,0.5,17.75,600008,0.0,1.8324913891634047,0.0,899.4948334980429,149.91580558300714,0.0
