candidate,strategy,seed,calls,mean_response_min,mean_ideal_chain_min,p95_ideal_chain_min,strict_4min_rate,median_response_min,p90_response_min,p95_response_min,mean_wait_min,mean_delay_penalty_yuan_per_call,mean_daily_delay_penalty_yuan,wait_probability,max_wait_min,max_queue,mean_queue,terminal_queue,mean_end_backlog,max_end_backlog,regional_mean_gap_min,worst_region_mean_min,max_daily_dispatches_per_ambulance,daily_cap_hit_rate,mean_c_loss_min,max_c_loss_min,reserve_dispatches
B_beta0_delta2,B,200000,980,5.91387265594753,12.897137962069982,21.27406836728532,0.4336734693877551,4.885618083164127,8.96284793999944,12.706813185707356,0.7351608592097568,469.5092250670569,65731.29150938797,0.0428571428571428,62.95786216259148,5,0.0714739724231708,3,0.5714285714285714,3,3.49354335534691,8.061991215152007,12,0.8095238095238095,1.2500225714938673,50.71670204836904,
B_beta0_delta2,B,200001,980,5.313633169666965,12.301932489394858,19.79869268479038,0.4377551020408163,4.885618083164127,8.497474167490214,9.79869268479038,0.2313874904773205,350.27765434155623,49038.87160781788,0.023469387755102,23.51062355828617,4,0.0224960060186283,1,0.7142857142857143,2,4.683198630779355,8.667475707634333,12,0.8095238095238095,0.9992411266750324,38.15738386833462,
B_beta0_delta2,B,200002,980,5.566456105074016,12.579381275142044,20.683036880224503,0.4295918367346938,4.885618083164127,8.548327696973855,11.074479746559192,0.3009669879639158,399.1826845680265,55885.575839523706,0.0387755102040816,35.187194264093705,4,0.0292606793853807,1,1.2857142857142858,3,4.262361133562005,8.872121728355577,12,0.8214285714285714,0.9852403117531856,30.11088187604029,
B_beta1_delta0.5,B,200000,980,5.921155041486029,12.90442034760848,21.27406836728532,0.4275510204081633,4.885618083164127,8.497474167490214,12.428090415820634,0.7624133359699045,469.74121237883867,65763.76973303742,0.0397959183673469,69.84282734728913,6,0.0741235187748518,3,0.7142857142857143,3,3.528402784395292,8.030781417955337,12,0.7857142857142857,1.2902397971562638,61.500419553854485,
B_beta1_delta0.5,B,200001,980,5.740539009971345,12.728838329699236,20.683036880224503,0.4193877551020408,4.885618083164127,8.497474167490214,11.43274042711568,0.5949008679909992,431.9853530146768,60477.94942205476,0.0357142857142857,40.64261579179583,5,0.0578375843880138,0,1.4285714285714286,3,4.684886130011639,8.75428941555111,12,0.8095238095238095,1.1693167533108892,37.61117199990033,
B_beta1_delta0.5,B,200002,980,5.591675587066583,12.604600757134609,20.683036880224503,0.4214285714285714,4.885618083164127,8.497474167490214,11.110350040397623,0.3254506283133586,402.59392790531547,56363.14990674417,0.0428571428571428,24.338950853089045,4,0.0316410333082431,0,1.0,3,4.608042284596683,9.024557377299905,12,0.7738095238095238,1.039093066614171,19.49777167207647,
B_beta1_delta1,B,200000,980,5.6456981738583965,12.628963479980849,20.683036880224503,0.4316326530612245,4.885618083164127,8.497474167490214,11.5374989832438,0.4787640478923484,415.4661653839242,58165.26315374939,0.0326530612244898,45.13166115414788,5,0.0465465046562005,3,0.4285714285714285,3,3.8717111450622905,7.929117637586694,12,0.7857142857142857,1.1506504980188323,31.13871507841304,
B_beta1_delta1,B,200001,980,5.517074234236137,12.505373553964027,19.992362546665547,0.4244897959183673,4.885618083164127,8.497474167490214,9.79869268479038,0.420168188210085,388.3128060309008,54363.79284432612,0.0295918367346938,40.64261579179583,4,0.0408496849648693,0,1.2857142857142858,3,4.540854945079331,8.75428941555111,12,0.8095238095238095,1.1314524811160949,35.28054993358733,
B_beta1_delta1,B,200002,980,5.6250772267391325,12.638002396807158,20.683036880224503,0.4163265306122449,4.885618083164127,8.497474167490214,11.110350040397623,0.3195055716945531,408.25384767656,57155.53867471841,0.0397959183673469,35.187194264093705,4,0.0310630416925259,0,1.0,3,4.367512234667991,8.978244172019004,12,0.8095238095238095,1.0153767641156195,30.11088187604029,
B_beta1_delta1.5,B,200000,980,5.858935981084099,12.842201287206548,21.134597874359724,0.4326530612244898,4.885618083164127,8.497474167490214,12.428090415820634,0.6797951006043372,458.3178084617177,64164.49318464047,0.036734693877551,62.65079134692496,5,0.0660911903365327,3,0.7142857142857143,3,3.6394749188229785,8.181339316524152,12,0.8095238095238095,1.2041392769913988,50.71670204836904,
B_beta1_delta1.5,B,200001,980,5.215698753766421,12.203998073494311,19.483036880224507,0.436734693877551,4.885618083164127,8.497474167490214,9.79869268479038,0.1649118247499784,330.4866895287944,46268.1365340312,0.0193877551020408,23.51062355828617,3,0.0160330940729145,0,0.4285714285714285,2,4.723111357903253,8.598120951033124,12,0.8095238095238095,0.9527368064042012,31.257850276884778,
B_beta1_delta1.5,B,200002,980,5.5223497616676855,12.535274931735712,20.683036880224503,0.4285714285714285,4.885618083164127,8.497474167490214,10.774602526460402,0.2610107586416846,390.1573342541075,54622.02679557505,0.0326530612244898,35.187194264093705,4,0.0253760459790526,0,0.5714285714285714,3,4.387625451546558,8.851741332250032,12,0.8095238095238095,0.9428631990457882,30.11088187604029,
B_beta1_delta2,B,200000,980,5.796362396020746,12.779627702143197,20.683036880224503,0.4326530612244898,4.885618083164127,8.497474167490214,12.428090415820634,0.6323790774283466,445.803091449047,62412.43280286658,0.0346938775510204,62.65079134692496,5,0.0614812991944225,3,0.7142857142857143,3,3.618182742209907,8.16004713991108,12,0.8214285714285714,1.1473431561284624,35.408095185156604,
B_beta1_delta2,B,200001,980,5.2797172509090045,12.268016570636895,19.56428664728244,0.4397959183673469,4.885618083164127,8.497474167490214,9.79869268479038,0.2299784521627826,343.9026338552702,48146.36873973783,0.0204081632653061,23.51062355828617,4,0.0223590161824927,1,0.7142857142857143,2,4.751365209714892,8.667475707634333,12,0.8095238095238095,0.9630927962110696,33.60526170282515,
B_beta1_delta2,B,200002,980,5.504103521940344,12.517028692008369,20.683036880224503,0.4357142857142857,4.885618083164127,8.497474167490214,11.0,0.2687165113077326,387.93665773721057,54311.13208320948,0.0326530612244898,35.187194264093705,4,0.0261252163771406,0,0.7142857142857143,3,4.117674013240913,8.729043666287875,12,0.8214285714285714,0.9566033953991864,30.11088187604029,
B_beta2_delta0.5,B,200000,980,5.864314638460742,12.847579944583194,21.134597874359724,0.4244897959183673,4.885618083164127,8.497474167490214,12.424374064031165,0.6809549204890536,457.76088687582205,64086.52416261508,0.0397959183673469,62.65079134692496,6,0.0662039506031024,3,0.4285714285714285,3,3.884759910455097,8.013894804039316,12,0.7857142857142857,1.303228744991763,61.50041955386312,
B_beta2_delta0.5,B,200001,980,5.7335348316991785,12.72183415142707,20.683036880224503,0.4204081632653061,4.885618083164127,8.497474167490214,11.43274042711568,0.5949008679909992,430.788598992897,60310.40385900558,0.0357142857142857,40.64261579179583,5,0.0578375843880138,0,1.4285714285714286,3,4.497610745122032,8.567014030661502,12,0.8095238095238095,1.170433602908444,37.61117199990033,
B_beta2_delta0.5,B,200002,980,5.536602347034152,12.54952751710218,20.683036880224503,0.4255102040816326,4.885618083164127,8.497474167490214,10.774602526460402,0.3029215636700113,392.3956064294416,54935.38490012183,0.0387755102040816,24.338950853089045,4,0.0294507075790288,0,1.0,3,4.571085231579239,9.024557377299905,12,0.7857142857142857,1.0184571679520713,19.49777167207647,
B_beta2_delta1,B,200000,980,5.5961579295728665,12.579423235695316,20.683036880224503,0.4316326530612245,4.885618083164127,8.497474167490214,11.5374989832438,0.4239320929326581,405.5581165268181,56778.13631375453,0.0316326530612244,38.79364624742448,5,0.0412156201462306,3,0.4285714285714285,3,3.979290014045597,8.013894804039316,12,0.7857142857142857,1.1393610402617294,31.126719736379396,
B_beta2_delta1,B,200001,980,5.389968977386274,12.378268297114165,19.79869268479038,0.4255102040816326,4.885618083164127,8.497474167490214,9.79869268479038,0.32398797138185,363.0958362935812,50833.417081101376,0.0285714285714285,36.62467851156544,4,0.0314988305510132,0,1.1428571428571428,3,4.532128809861986,8.567014030661502,12,0.7976190476190477,1.122053185414451,37.150124157743775,
B_beta2_delta1,B,200002,980,5.5962562786446135,12.609181448712642,20.683036880224503,0.4193877551020408,4.885618083164127,8.497474167490214,11.110350040397623,0.2975717540276139,403.10190295561546,56434.266413786165,0.0357142857142857,35.187194264093705,4,0.0289305871971291,0,1.0,3,4.334360355457361,8.982049345825818,12,0.8095238095238095,0.9986160181966136,30.11088187604029,
B_beta2_delta1.5,B,200000,980,5.730104748892787,12.713370055015236,20.683036880224503,0.4346938775510204,4.885618083164127,8.497474167490214,11.559804003776597,0.5398511905214594,432.9597252887615,60614.36154042661,0.0336734693877551,45.81118352905469,5,0.0524855324118085,3,0.5714285714285714,3,3.5366288265086387,8.051544529051402,12,0.7976190476190477,1.1430461056620589,41.507297684364175,
B_beta2_delta1.5,B,200001,980,5.209247614990735,12.197546934718629,19.483036880224507,0.436734693877551,4.885618083164127,8.497474167490214,9.79869268479038,0.158813111109428,329.19646177365723,46087.50464831201,0.0193877551020408,23.51062355828617,3,0.0154401635800832,0,0.4285714285714285,2,4.879279822421239,8.75428941555111,12,0.8095238095238095,0.9384367235649376,31.257850276884778,
B_beta2_delta1.5,B,200002,980,5.459987186640791,12.47291235670882,20.683036880224503,0.4357142857142857,4.885618083164127,8.497474167490214,9.817769037693145,0.2511615089525418,379.1133906773,53075.87469482199,0.0285714285714285,35.187194264093705,4,0.0244184800370526,0,0.4285714285714285,3,4.453938970531161,8.855546506056847,12,0.7976190476190477,0.91865257623258,30.11088187604029,
B_beta2_delta2,B,200000,980,5.698931886775837,12.682197192898288,20.683036880224503,0.4357142857142857,4.885618083164127,8.96284793999944,11.557837629581549,0.5181942651136431,426.9292344980245,59770.09282972344,0.0326530612244898,45.81118352905469,5,0.0503799979971597,3,0.5714285714285714,3,3.5265207504468528,8.051544529051402,12,0.8095238095238095,1.1140755853879027,23.01912507032779,
B_beta2_delta2,B,200001,980,5.2305090286746765,12.218808348402568,19.487092077921123,0.4387755102040816,4.885618083164127,8.497474167490214,9.79869268479038,0.1714759444279702,333.8569077757515,46739.96708860521,0.0183673469387755,22.975025131599978,4,0.0166712723749415,1,0.5714285714285714,2,4.751365209714892,8.667475707634333,12,0.7976190476190477,0.9256490804060408,31.257850276884778,
B_beta2_delta2,B,200002,980,5.385402979990869,12.398328150058898,20.683036880224503,0.4459183673469388,4.885618083164127,8.497474167490214,9.79869268479038,0.2324607332354148,366.2077378650942,51269.08330111318,0.0285714285714285,35.187194264093705,4,0.0226003490645542,0,0.5714285714285714,3,4.326139914129281,8.729043666287875,12,0.8214285714285714,0.8966932464353702,30.11088187604029,
B_beta4_delta0.5,B,200000,980,5.8050295154863925,12.788294821608842,20.705247902318284,0.4265306122448979,4.885618083164127,8.497474167490214,11.559804003776597,0.6217259980340509,446.31202554625816,62483.68357647614,0.036734693877551,62.65079134692496,6,0.0604455831421994,3,0.4285714285714285,3,3.615576117573205,7.91223102367067,12,0.7976190476190477,1.28186680959538,61.50041955386312,
B_beta4_delta0.5,B,200001,980,5.640082375991409,12.6283816957193,20.284200698383536,0.4214285714285714,4.885618083164127,8.497474167490214,10.753887126932918,0.5197182682528958,412.3021894839961,57722.30652775945,0.0326530612244898,40.64261579179583,5,0.0505281649690315,0,1.2857142857142858,3,4.371250481975891,8.58468495244767,12,0.7976190476190477,1.1337061547755125,35.28054993358733,
B_beta4_delta0.5,B,200002,980,5.509254742160002,12.522179912228028,20.683036880224503,0.4275510204081633,4.885618083164127,8.497474167490214,10.058056066275304,0.2857019317320492,387.3342487199177,54226.79482078848,0.0346938775510204,24.338950853089045,4,0.0277765766961714,0,0.8571428571428571,3,4.616276020239398,9.024557377299905,12,0.7857142857142857,0.9931504327091508,19.49777167207647,
B_beta4_delta1,B,200000,980,5.577017373149923,12.56028267927237,20.683036880224503,0.436734693877551,4.885618083164127,8.497474167490214,11.43797835492208,0.4276135468057891,402.7504134054946,56385.05787676926,0.0306122448979591,38.79364624742448,5,0.041573539272785,3,0.4285714285714285,3,3.8874236726265377,7.936411465390226,12,0.7857142857142857,1.153508790486388,61.50597343581012,
B_beta4_delta1,B,200001,980,5.257387277553479,12.245686597281372,19.575868426688544,0.4265306122448979,4.885618083164127,8.497474167490214,9.79869268479038,0.1819500793605194,336.7835779596753,47149.700914354544,0.0193877551020408,29.210532028839225,3,0.0176895910489393,0,0.7142857142857143,2,4.496051278313557,8.567014030661502,12,0.7857142857142857,0.9999275204772186,31.49389895653287,
B_beta4_delta1,B,200002,980,5.454825817154111,12.46775098722214,20.683036880224503,0.4285714285714285,4.885618083164127,8.497474167490214,10.774602526460402,0.1974265165338117,376.6525453513928,52731.35634919499,0.0326530612244898,23.16299571768468,4,0.0191942446630094,0,0.7142857142857143,2,4.805785863756548,9.002429741931364,12,0.7976190476190477,0.9614006213759646,21.232255822500925,
B_beta4_delta1.5,B,200000,980,5.544080122494739,12.527345428617188,20.683036880224503,0.4438775510204081,4.885618083164127,8.497474167490214,11.43274042711568,0.4495754438726088,397.59153470302937,55662.81485842411,0.0326530612244898,38.79364624742448,5,0.0437087237098369,3,0.4285714285714285,3,3.549712467064104,7.83474768502158,12,0.7619047619047619,1.1166798982074104,46.05224486475175,
B_beta4_delta1.5,B,200001,980,5.150324996261048,12.13862431598894,19.483036880224507,0.4397959183673469,4.885618083164127,8.497474167490214,9.79869268479038,0.1252783757644706,318.0241829256791,44523.38560959507,0.0153061224489795,22.18434089110815,3,0.0121798420882124,0,0.2857142857142857,1,5.01017206450434,8.75428941555111,12,0.7738095238095238,0.9052499383531426,31.257850276884778,
B_beta4_delta1.5,B,200002,980,5.344087165855053,12.357012335923082,20.683036880224503,0.4408163265306122,4.885618083164127,8.497474167490214,9.79869268479038,0.1701989707508411,356.9537946834179,49973.53125567851,0.0265306122448979,23.16299571768468,4,0.0165471221563317,0,0.2857142857142857,2,4.8549281493862,8.855546506056847,12,0.7857142857142857,0.900030531141826,21.232255822500925,
B_beta4_delta2,B,200000,980,5.708159812562381,12.691425118684831,20.683036880224503,0.4387755102040816,4.885618083164127,8.497474167490214,11.5374989832438,0.5896491674712354,429.3870645532926,60114.18903746096,0.0336734693877551,55.76582616222731,5,0.0573270023930367,3,0.5714285714285714,3,3.229767219900345,7.872397410033666,12,0.7738095238095238,1.1096915979244724,46.05224486475175,
B_beta4_delta2,B,200001,980,5.214635043102489,12.202934362830382,19.56414083415688,0.4397959183673469,4.885618083164127,8.497474167490214,9.79869268479038,0.1482776300499497,330.8861922939672,46324.06692115541,0.0163265306122449,22.975025131599978,4,0.0144158806993006,0,0.4285714285714285,2,4.552226799902147,8.468337297821588,12,0.7738095238095238,0.8929361378382632,31.257850276884778,
