candidate,strategy,seed,calls,mean_response_min,mean_ideal_chain_min,p95_ideal_chain_min,strict_4min_rate,median_response_min,p90_response_min,p95_response_min,mean_wait_min,mean_delay_penalty_yuan_per_call,mean_daily_delay_penalty_yuan,wait_probability,max_wait_min,max_queue,mean_queue,terminal_queue,mean_end_backlog,max_end_backlog,regional_mean_gap_min,worst_region_mean_min,max_daily_dispatches_per_ambulance,daily_cap_hit_rate,mean_c_loss_min,max_c_loss_min,reserve_dispatches
C_r001100_tau7,C,200002,980,5.891876473616255,12.90480164368428,20.683036880224503,0.3877551020408163,4.885618083164127,8.497474167490214,12.428090415820634,0.5216591429288961,455.9263151314142,63829.68411839799,0.05,38.82979050360882,6,0.0507168611180871,1,1.5714285714285714,3,4.085192948775791,8.649884600750974,12,0.8095238095238095,,,151.0
C_r001100_tau8,C,200000,980,6.804316916103501,13.78758222222595,24.74534065928536,0.3581632653061224,4.885618083164127,8.675621590315721,16.727506854649334,1.2702276648354554,632.4960362819245,88549.44507946943,0.0642857142857142,56.45049571927666,7,0.123494356303447,4,0.8571428571428571,4,3.5889530805116694,8.756781145709455,12,0.8452380952380952,,,144.0
C_r001100_tau8,C,200001,980,6.902543749703609,13.8908430694315,24.243303859616525,0.360204081632653,4.885618083164127,9.666666666666668,16.203832995263358,1.509527503276071,652.526478298664,91353.70696181296,0.0765306122448979,72.23458084703452,7,0.1467596183740624,2,3.4285714285714284,6,3.80928257310682,8.874074088449483,12,0.8928571428571429,,,141.0
C_r001100_tau8,C,200002,980,6.647271829270957,13.660196999338984,22.954557444127403,0.3336734693877551,4.885618083164127,9.666666666666668,13.73245794791206,1.0284205295744664,596.1890597317424,83466.46836244393,0.0775510204081632,53.79904383894609,6,0.0999853292641842,2,3.142857142857143,6,3.797747447767658,8.895062530029827,12,0.8809523809523809,,,138.0
C_r001101_tau4,C,200000,980,6.416478612749538,13.39974391887199,24.666891802542303,0.4122448979591837,4.885618083164127,9.666666666666668,16.699503575293374,1.1421466767390949,565.7447021417443,79204.2582998442,0.0653061224489796,88.7833064696606,5,0.1110420380163008,1,1.1428571428571428,4,3.874794012924191,8.656473308452663,12,0.8333333333333334,,,236.0
C_r001101_tau4,C,200001,980,6.926521069911048,13.91482038963894,26.998547905745816,0.4,4.885618083164127,9.79869268479038,20.64321472681309,1.6678381927615895,665.3042139822093,93142.58995750928,0.0816326530612244,60.12981964628125,6,0.1621509354073767,2,3.142857142857143,6,3.3250296303254627,8.715769577311288,12,0.8095238095238095,,,233.0
C_r001101_tau4,C,200002,980,5.98016957172268,12.993094741790706,21.27406836728532,0.4,4.885618083164127,9.666666666666668,12.428090415820634,0.6308163033923291,476.0339143445358,66644.74800823501,0.0622448979591836,38.82979050360882,5,0.0613293628298097,2,2.4285714285714284,4,3.898354528054786,8.796767836625492,12,0.8690476190476191,,,227.0
C_r001101_tau5,C,200000,980,6.419352195113259,13.402617501235708,24.666891802542303,0.4112244897959183,4.885618083164127,9.666666666666668,16.699503575293374,1.1421466767390949,566.1153369818354,79256.14717745697,0.0653061224489796,88.7833064696606,5,0.1110420380163008,1,1.1428571428571428,4,3.874794012924191,8.656473308452663,12,0.8333333333333334,,,236.0
C_r001101_tau5,C,200001,980,6.926521069911048,13.91482038963894,26.998547905745816,0.4,4.885618083164127,9.79869268479038,20.64321472681309,1.6678381927615895,665.3042139822093,93142.58995750928,0.0816326530612244,60.12981964628125,6,0.1621509354073767,2,3.142857142857143,6,3.3250296303254627,8.715769577311288,12,0.8095238095238095,,,233.0
C_r001101_tau5,C,200002,980,5.98016957172268,12.993094741790706,21.27406836728532,0.4,4.885618083164127,9.666666666666668,12.428090415820634,0.6308163033923291,476.0339143445358,66644.74800823501,0.0622448979591836,38.82979050360882,5,0.0613293628298097,2,2.4285714285714284,4,3.898354528054786,8.796767836625492,12,0.8690476190476191,,,227.0
C_r001101_tau6,C,200000,980,6.362101258187027,13.345366564309478,24.545428052202592,0.413265306122449,4.885618083164127,9.666666666666668,15.64140887473404,1.0985982391281734,555.0733128618953,77710.26380066534,0.0642857142857142,88.7833064696606,5,0.1068081621374613,1,1.1428571428571428,4,3.94504875970682,8.656473308452663,12,0.8452380952380952,,,235.0
C_r001101_tau6,C,200001,980,6.926521069911048,13.91482038963894,26.998547905745816,0.4,4.885618083164127,9.79869268479038,20.64321472681309,1.6678381927615895,665.3042139822093,93142.58995750928,0.0816326530612244,60.12981964628125,6,0.1621509354073767,2,3.142857142857143,6,3.3250296303254627,8.715769577311288,12,0.8095238095238095,,,233.0
C_r001101_tau6,C,200002,980,5.98016957172268,12.993094741790706,21.27406836728532,0.4,4.885618083164127,9.666666666666668,12.428090415820634,0.6308163033923291,476.0339143445358,66644.74800823501,0.0622448979591836,38.82979050360882,5,0.0613293628298097,2,2.4285714285714284,4,3.898354528054786,8.796767836625492,12,0.8690476190476191,,,227.0
C_r001101_tau7,C,200000,980,6.402733373621095,13.385998679743546,24.25253906680404,0.3897959183673469,4.885618083164127,9.666666666666668,14.378403870108247,1.031135213264467,558.5058583976885,78190.82017567639,0.0704081632653061,88.7833064696606,5,0.1002492568451565,1,1.0,4,3.919720232595092,8.741250474905286,12,0.8095238095238095,,,237.0
C_r001101_tau7,C,200001,980,6.679440325434839,13.66773964516273,25.436728927366797,0.3897959183673469,4.885618083164127,9.668614962037829,17.523899189598982,1.3759556639815336,613.8472487604367,85938.61482646115,0.0755102040816326,60.12981964628125,5,0.133773467331538,2,2.7142857142857144,4,3.868765909065698,9.117814979430054,12,0.8095238095238095,,,232.0
C_r001101_tau7,C,200002,980,6.0614132797253335,13.07433844979336,20.898119281583643,0.386734693877551,4.885618083164127,9.700426804252638,12.428090415820634,0.5826610489429018,489.62959472057696,68548.14326088077,0.0612244897959183,39.825649184465874,5,0.0566476019805599,2,1.8571428571428568,5,4.01563000514802,8.918127113888913,12,0.8452380952380952,,,226.0
C_r001101_tau8,C,200000,980,8.870301142961226,15.853566449083674,41.53334416776256,0.3255102040816326,5.98142396999972,16.74982037855876,32.39842461351991,3.0681438956314517,1039.1622694085718,145482.71771720005,0.1387755102040816,88.7833064696606,7,0.2982917676308355,6,3.142857142857143,6,4.627219866704252,11.17563727311644,12,0.8571428571428571,,,223.0
C_r001101_tau8,C,200001,980,10.729146102326066,17.717445422053956,51.2157116489199,0.3193877551020408,5.17966873901953,20.00492154355099,44.49354627352996,5.080757183518564,1409.7067714856214,197358.94800798697,0.1377551020408163,123.15520136298436,10,0.4939625039531938,5,7.428571428571429,10,4.378161383823411,13.807658116029687,12,0.8809523809523809,,,225.0
C_r001101_tau8,C,200002,980,9.49238377701118,16.50530894707921,40.97159300945178,0.3142857142857143,5.98142396999972,17.519296369581298,35.501146421723725,3.656236066234442,1161.333898259379,162586.74575631306,0.1336734693877551,98.34469439840176,7,0.3554673953283486,6,5.142857142857143,6,6.509141897108507,13.828398122473777,12,0.8452380952380952,,,221.0
C_r010000_tau4,C,200000,980,6.329719448193141,13.312984754315591,23.804165649910463,0.4224489795918367,4.885618083164127,9.009783528813324,13.423657727890806,1.118702449163739,550.4336855569956,77060.71597797937,0.0448979591836734,62.65079134692496,8,0.1087627381131412,8,1.8571428571428568,8,4.0339783800509625,8.624760608132348,12,0.8809523809523809,,,58.0
C_r010000_tau4,C,200001,980,7.095279164175361,14.083578483903253,26.786696570847987,0.4091836734693878,4.885618083164127,9.666666666666668,18.836895009574544,2.0040073810132197,700.8925675289496,98124.95945405297,0.0632653061224489,104.8788500907176,8,0.1948340509318407,4,4.857142857142857,8,3.364896371148183,8.96903244109102,12,0.8928571428571429,,,59.0
C_r010000_tau4,C,200002,980,6.26275490275429,13.275680072822317,22.37124460258118,0.4112244897959183,4.885618083164127,9.666666666666668,13.426316256148416,0.953042259146798,534.7689747163264,74867.6564602857,0.0612244897959183,55.36576440609497,6,0.0926568863059386,1,2.2857142857142856,5,4.978508336519966,9.645729621543325,12,0.8690476190476191,,,62.0
C_r010000_tau5,C,200000,980,6.346556068956503,13.329821375078952,23.804165649910463,0.4204081632653061,4.885618083164127,9.455650111991028,13.61615462977201,1.118702449163739,553.3928464443617,77474.99850221063,0.0448979591836734,62.65079134692496,8,0.1087627381131412,8,1.8571428571428568,8,3.977881704872491,8.624760608132348,12,0.8809523809523809,,,58.0
C_r010000_tau5,C,200001,980,7.095279164175361,14.083578483903253,26.786696570847987,0.4091836734693878,4.885618083164127,9.666666666666668,18.836895009574544,2.0040073810132197,700.8925675289496,98124.95945405297,0.0632653061224489,104.8788500907176,8,0.1948340509318407,4,4.857142857142857,8,3.364896371148183,8.96903244109102,12,0.8928571428571429,,,59.0
C_r010000_tau5,C,200002,980,6.26275490275429,13.275680072822317,22.37124460258118,0.4112244897959183,4.885618083164127,9.666666666666668,13.426316256148416,0.953042259146798,534.7689747163264,74867.6564602857,0.0612244897959183,55.36576440609497,6,0.0926568863059386,1,2.2857142857142856,5,4.978508336519966,9.645729621543325,12,0.8690476190476191,,,62.0
C_r010000_tau6,C,200000,980,6.346556068956503,13.329821375078952,23.804165649910463,0.4204081632653061,4.885618083164127,9.455650111991028,13.61615462977201,1.118702449163739,553.3928464443617,77474.99850221063,0.0448979591836734,62.65079134692496,8,0.1087627381131412,8,1.8571428571428568,8,3.977881704872491,8.624760608132348,12,0.8809523809523809,,,58.0
C_r010000_tau6,C,200001,980,7.095279164175361,14.083578483903253,26.786696570847987,0.4091836734693878,4.885618083164127,9.666666666666668,18.836895009574544,2.0040073810132197,700.8925675289496,98124.95945405297,0.0632653061224489,104.8788500907176,8,0.1948340509318407,4,4.857142857142857,8,3.364896371148183,8.96903244109102,12,0.8928571428571429,,,59.0
C_r010000_tau6,C,200002,980,6.26275490275429,13.275680072822317,22.37124460258118,0.4112244897959183,4.885618083164127,9.666666666666668,13.426316256148416,0.953042259146798,534.7689747163264,74867.6564602857,0.0612244897959183,55.36576440609497,6,0.0926568863059386,1,2.2857142857142856,5,4.978508336519966,9.645729621543325,12,0.8690476190476191,,,62.0
C_r010000_tau7,C,200000,980,6.346556068956503,13.329821375078952,23.804165649910463,0.4204081632653061,4.885618083164127,9.455650111991028,13.61615462977201,1.118702449163739,553.3928464443617,77474.99850221063,0.0448979591836734,62.65079134692496,8,0.1087627381131412,8,1.8571428571428568,8,3.977881704872491,8.624760608132348,12,0.8809523809523809,,,58.0
C_r010000_tau7,C,200001,980,7.095279164175361,14.083578483903253,26.786696570847987,0.4091836734693878,4.885618083164127,9.666666666666668,18.836895009574544,2.0040073810132197,700.8925675289496,98124.95945405297,0.0632653061224489,104.8788500907176,8,0.1948340509318407,4,4.857142857142857,8,3.364896371148183,8.96903244109102,12,0.8928571428571429,,,59.0
C_r010000_tau7,C,200002,980,6.354930814106381,13.367855984174406,23.4331912053106,0.4061224489795918,4.885618083164127,9.79869268479038,13.87664654641712,1.0365753312463033,552.1837488234792,77305.72483528708,0.0673469387755102,55.36576440609497,6,0.1007781572045017,2,2.7142857142857144,5,4.9072769517047,9.76842728750548,12,0.8690476190476191,,,61.0
C_r010000_tau8,C,200000,980,10.543026801804046,17.526292107926498,56.52897008505235,0.3704081632653061,4.885618083164127,18.553497185176305,49.53424873289504,5.083815979902513,1382.6869930138712,193576.179021942,0.1204081632653061,126.78821808945212,13,0.4926162442516403,12,7.0,12,7.276450566886559,14.744597037945663,12,0.8928571428571429,,,58.0
C_r010000_tau8,C,200001,980,11.52200580842895,18.510305128156844,59.58202196566796,0.3714285714285714,4.885618083164127,20.02988295592196,52.58538903831679,6.2476073652984825,1578.6868759715044,221016.16263601065,0.1214285714285714,191.26105171607924,12,0.6074062716262414,7,9.142857142857142,12,6.9705920998052,15.979528280507866,12,0.9166666666666666,,,56.0
C_r010000_tau8,C,200002,980,7.930265400355778,14.943190570423804,30.71730536259861,0.3724489795918367,4.885618083164127,11.5374989832438,22.65052579777037,2.4637618700320782,860.5159721958078,120472.23610741307,0.0979591836734693,141.54132258726167,7,0.2395324040308965,4,4.714285714285714,6,6.233046893055591,12.432506523002418,12,0.9047619047619048,,,57.0
C_r010001_tau4,C,200000,980,9.034377459190846,16.017642765313298,45.84297164199369,0.3938775510204081,4.885618083164127,16.973230824888578,39.40521485786652,3.7107328678253646,1085.651002042251,151991.14028591517,0.1163265306122448,114.70870868344356,13,0.3597346208715515,10,4.142857142857143,10,5.222697211142602,11.93167275137721,12,0.8452380952380952,,,138.0
C_r010001_tau4,C,200001,980,11.225638141808938,18.21393746153683,57.21733521639633,0.376530612244898,4.885618083164127,24.628028711106783,50.27916672240055,5.888353308455304,1520.411340989512,212857.58773853167,0.1306122448979592,142.9362690528069,12,0.5724787938775989,4,7.142857142857143,11,4.712051394580781,14.81171100496866,12,0.8690476190476191,,,142.0
C_r010001_tau4,C,200002,980,7.489720346931214,14.50264551699924,32.12651280129959,0.3938775510204081,4.885618083164127,11.973345867734633,23.581420778838947,2.1005771726766693,776.692675796609,108736.97461152526,0.1010204081632653,88.7449020570566,7,0.2042227806768984,5,3.857142857142857,5,7.456548532994107,13.176663105626409,12,0.8452380952380952,,,136.0
C_r010001_tau5,C,200000,980,9.412512995296789,16.395778301419238,48.10892443319654,0.3918367346938775,4.885618083164127,18.680180832128737,41.81203752526388,4.075249692778728,1160.869945998133,162521.7924397386,0.1193877551020408,119.37769156324066,13,0.3951737566309063,10,4.285714285714286,10,4.632868128197592,12.052242192564025,12,0.8333333333333334,,,138.0
C_r010001_tau5,C,200001,980,11.225638141808938,18.21393746153683,57.21733521639633,0.376530612244898,4.885618083164127,24.628028711106783,50.27916672240055,5.888353308455304,1520.411340989512,212857.58773853167,0.1306122448979592,142.9362690528069,12,0.5724787938775989,4,7.142857142857143,11,4.712051394580781,14.81171100496866,12,0.8690476190476191,,,142.0
C_r010001_tau5,C,200002,980,7.489720346931214,14.50264551699924,32.12651280129959,0.3938775510204081,4.885618083164127,11.973345867734633,23.581420778838947,2.1005771726766693,776.692675796609,108736.97461152526,0.1010204081632653,88.7449020570566,7,0.2042227806768984,5,3.857142857142857,5,7.456548532994107,13.176663105626409,12,0.8452380952380952,,,136.0
C_r010001_tau6,C,200000,980,9.464002252277169,16.447267558399616,49.52775692464402,0.3908163265306122,4.885618083164127,18.680180832128737,41.81203752526388,4.101312042929886,1170.9637157615562,163934.92020661786,0.1214285714285714,119.37769156324066,13,0.3977075962289356,10,4.285714285714286,10,4.61791358818907,12.063527208388884,12,0.8333333333333334,,,138.0
C_r010001_tau6,C,200001,980,11.225638141808938,18.21393746153683,57.21733521639633,0.376530612244898,4.885618083164127,24.628028711106783,50.27916672240055,5.888353308455304,1520.411340989512,212857.58773853167,0.1306122448979592,142.9362690528069,12,0.5724787938775989,4,7.142857142857143,11,4.712051394580781,14.81171100496866,12,0.8690476190476191,,,142.0
C_r010001_tau6,C,200002,980,7.489720346931214,14.50264551699924,32.12651280129959,0.3938775510204081,4.885618083164127,11.973345867734633,23.581420778838947,2.1005771726766693,776.692675796609,108736.97461152526,0.1010204081632653,88.7449020570566,7,0.2042227806768984,5,3.857142857142857,5,7.456548532994107,13.176663105626409,12,0.8452380952380952,,,136.0
C_r010001_tau7,C,200000,980,13.101333591661264,20.08459889778371,77.89170775271357,0.3744897959183673,4.885618083164127,41.27039929415854,72.57186683255686,7.650802132035905,1895.1646775159263,265323.05485222966,0.1489795918367347,127.79085482494702,14,0.7411532677642501,11,7.285714285714286,11,7.64668322862984,17.586348173455658,12,0.8690476190476191,,,139.0
C_r010001_tau7,C,200001,980,12.309164532030964,19.29746385175885,68.14345923383799,0.3704081632653061,4.885618083164127,30.117468150413288,63.75012590050477,6.915441972730147,1735.8921292379987,243024.89809331985,0.1438775510204081,142.9362690528069,13,0.6723346362376531,5,8.285714285714286,12,5.68950392595454,15.934231250589091,12,0.8928571428571429,,,143.0
C_r010001_tau7,C,200002,980,9.18930255367092,16.202227723738947,43.64862412554477,0.3714285714285714,4.885618083164127,15.350892122847688,36.852643220624,3.7084459395042506,1112.0589910463102,155688.25874648342,0.1255102040816326,108.15705916188745,8,0.3605433552295799,6,5.0,6,8.507535898322782,15.338608587990844,12,0.8452380952380952,,,136.0
C_r010001_tau8,C,200000,980,16.560054839965474,23.54332014608792,103.81608537748887,0.3408163265306122,4.885618083164127,56.761132854439225,96.1745305883256,10.829547357668886,2580.174233299217,361224.3926618904,0.1765306122448979,170.22643021991098,14,1.050795277899173,12,9.714285714285714,12,8.498573005285156,21.25101880006549,12,0.8571428571428571,,,141.0
C_r010001_tau8,C,200001,980,17.632243275540997,24.620542595268887,101.7003242565762,0.3336734693877551,4.885618083164127,50.69756085963223,94.37917686783234,12.072542721998044,2793.1833489857504,391045.6688580051,0.2142857142857142,192.91400025496117,14,1.174025156505986,8,11.285714285714286,14,9.283411772160532,23.04975608128084,12,0.8571428571428571,,,142.0
C_r010001_tau8,C,200002,980,12.850629362335404,19.863554532403437,67.81224870237236,0.3428571428571428,4.885618083164127,31.287315246424477,62.24032672859467,7.226283752008548,1838.6833256087964,257415.6655852315,0.1724489795918367,161.34835557689075,11,0.7025553647786088,7,7.714285714285714,10,12.838979169235282,22.291614844283927,12,0.8690476190476191,,,137.0
C_r010100_tau4,C,200000,980,6.677402924127346,13.660668230249794,24.99861776399328,0.4163265306122449,4.885618083164127,9.79869268479038,16.994465941229706,1.381909813409116,618.7458909479183,86624.42473270856,0.0653061224489796,57.11075273194729,9,0.1343523429703307,7,1.2857142857142858,7,3.66628911496588,8.545772233268352,12,0.8452380952380952,,,141.0
C_r010100_tau4,C,200001,980,7.078337210405581,14.066636530133472,30.1760540728198,0.4020408163265306,4.885618083164127,9.82695960570384,22.38798185436145,1.8682478785992,696.0531955251668,97447.44737352336,0.0826530612244898,60.502542816138885,7,0.1816352104193666,4,4.285714285714286,6,3.3174201444960776,8.798271578839843,12,0.8928571428571429,,,139.0
C_r010100_tau4,C,200002,980,6.305707905782553,13.318633075850578,22.319172765202357,0.4122448979591837,4.885618083164127,9.666666666666668,12.821594332487155,1.0100156555786477,543.5609329395949,76098.53061154329,0.0612244897959183,54.23563148301764,7,0.0981959665145907,2,2.4285714285714284,4,4.946704719297669,9.781187359337292,12,0.8452380952380952,,,143.0
C_r010100_tau5,C,200000,980,6.690062635242324,13.673327941364771,24.99861776399328,0.4142857142857143,4.885618083164127,9.79869268479038,16.994465941229706,1.381909813409116,620.8696699056077,86921.75378678508,0.0653061224489796,57.11075273194729,9,0.1343523429703307,7,1.2857142857142858,7,3.610192439787407,8.545772233268352,12,0.8452380952380952,,,141.0
C_r010100_tau5,C,200001,980,7.28190433837561,14.270203658103505,30.816388411464818,0.4,4.885618083164127,10.180219742846006,23.38272711475405,2.081223268032156,736.3584578538668,103090.18409954137,0.0846938775510204,81.07120906846103,7,0.2023411510586818,4,4.571428571428571,7,2.972610781797404,8.798271578839843,12,0.8928571428571429,,,139.0
C_r010100_tau5,C,200002,980,6.305707905782553,13.318633075850578,22.319172765202357,0.4122448979591837,4.885618083164127,9.666666666666668,12.821594332487155,1.0100156555786477,543.5609329395949,76098.53061154329,0.0612244897959183,54.23563148301764,7,0.0981959665145907,2,2.4285714285714284,4,4.946704719297669,9.781187359337292,12,0.8452380952380952,,,143.0
C_r010100_tau6,C,200000,980,6.818047247421173,13.80131255354362,26.46268025952209,0.413265306122449,4.885618083164127,9.79869268479038,18.44471212225412,1.5150036806663798,646.2625107087244,90476.75149922144,0.0693877551020408,57.11075273194729,9,0.1472920245092313,7,1.4285714285714286,7,3.8211704725829545,8.833978930517617,12,0.8452380952380952,,,142.0
C_r010100_tau6,C,200001,980,7.28190433837561,14.270203658103505,30.816388411464818,0.4,4.885618083164127,10.180219742846006,23.38272711475405,2.081223268032156,736.3584578538668,103090.18409954137,0.0846938775510204,81.07120906846103,7,0.2023411510586818,4,4.571428571428571,7,2.972610781797404,8.798271578839843,12,0.8928571428571429,,,139.0
C_r010100_tau6,C,200002,980,6.305707905782553,13.318633075850578,22.319172765202357,0.4122448979591837,4.885618083164127,9.666666666666668,12.821594332487155,1.0100156555786477,543.5609329395949,76098.53061154329,0.0612244897959183,54.23563148301764,7,0.0981959665145907,2,2.4285714285714284,4,4.946704719297669,9.781187359337292,12,0.8452380952380952,,,143.0
C_r010100_tau7,C,200000,980,7.526599858102768,14.509865164225218,29.41706421650915,0.3897959183673469,4.885618083164127,11.5374989832438,22.500534556547112,2.0839053583129017,783.2791552940229,109659.0817411632,0.0816326530612244,88.01100416474219,11,0.2026019098359765,9,2.2857142857142856,9,4.082772829030445,9.604698756966158,12,0.8214285714285714,,,139.0
C_r010100_tau7,C,200001,980,7.994595504324861,14.982894824052757,37.79493815776729,0.386734693877551,4.885618083164127,12.428090415820634,31.886440357601867,2.749858993636535,876.2660396404827,122677.24554966758,0.1020408163265306,81.07120906846103,8,0.2673474021591075,4,5.0,7,2.413775073423148,9.08104953303549,12,0.8809523809523809,,,140.0
C_r010100_tau7,C,200002,980,7.135112381545915,14.148037551613942,29.368741163244696,0.373469387755102,4.885618083164127,10.19949186590507,22.113042372562543,1.7000217622032343,701.456275547351,98203.87857662913,0.0948979591836734,55.36576440609497,7,0.1652798935475366,4,3.4285714285714284,5,4.559912524883232,10.144016936396923,12,0.8571428571428571,,,139.0
C_r010100_tau8,C,200000,980,9.793275470134304,16.776540776256756,49.78989863761969,0.3520408163265306,4.885618083164127,16.95838254065007,41.88633705446394,4.1799384110006566,1228.9023689748124,172046.33165647372,0.1244897959183673,119.37769156324066,13,0.404739258386182,11,4.714285714285714,11,5.416019834376127,12.97912009674944,12,0.8333333333333334,,,140.0
C_r010100_tau8,C,200001,980,9.689471156389205,16.677770476117093,48.99828412486689,0.360204081632653,4.885618083164127,13.961046587448992,41.86259335240878,4.2862706884183535,1209.9350476043712,169390.90666461198,0.1193877551020408,123.15520136298436,9,0.4167207613740066,5,6.428571428571429,9,4.912116134018554,13.36751701997779,12,0.8809523809523809,,,139.0
C_r010100_tau8,C,200002,980,9.258153691407111,16.27107886147514,39.80198688507905,0.3448979591836735,4.885618083164127,15.099100527740337,31.966477645316424,3.663246973483406,1120.5499999382846,156876.99999135986,0.1285714285714285,119.72668123086623,8,0.3561490113108866,4,5.428571428571429,8,8.908441829456143,16.383022471420354,12,0.8452380952380952,,,138.0
C_r010101_tau4,C,200000,980,6.999021081484223,13.982286387606674,27.5022668340007,0.4051020408163265,4.885618083164127,10.797142273814368,21.218275512565565,1.673169022892606,680.8246244601099,95315.44742441538,0.0846938775510204,75.87456004033447,8,0.1626692105590033,5,2.0,5,3.604346337646344,8.852507041386422,12,0.8452380952380952,,,225.0
C_r010101_tau4,C,200001,980,8.486073737908047,15.474373057635937,42.305093585592665,0.3877551020408163,4.885618083164127,13.157703964707766,36.70284504568063,3.214434830986937,974.765767989772,136467.2075185681,0.1163265306122448,104.8788500907176,9,0.3125144974570633,3,5.0,9,4.240062945872832,10.868740893291529,12,0.8452380952380952,,,225.0
C_r010101_tau4,C,200002,980,6.892582080213845,13.905507250281874,28.04738760983956,0.3908163265306122,4.885618083164127,11.328640576355834,20.159483177398723,1.4102685771290138,656.6193511690186,91926.7091636626,0.1010204081632653,67.02761823211767,7,0.1371094449986541,3,2.857142857142857,5,5.15705525196123,10.283828704505105,12,0.8333333333333334,,,223.0
C_r010101_tau5,C,200000,980,7.01077393275204,13.994039238874487,27.5022668340007,0.4040816326530612,4.885618083164127,10.797142273814368,21.218275512565565,1.6779038954856944,682.9711130810201,95615.9558313428,0.0857142857142857,75.87456004033447,8,0.1631295453944425,5,2.0,5,3.5412081066834693,8.852507041386422,12,0.8452380952380952,,,225.0
C_r010101_tau5,C,200001,980,8.486073737908047,15.474373057635937,42.305093585592665,0.3877551020408163,4.885618083164127,13.157703964707766,36.70284504568063,3.214434830986937,974.765767989772,136467.2075185681,0.1163265306122448,104.8788500907176,9,0.3125144974570633,3,5.0,9,4.240062945872832,10.868740893291529,12,0.8452380952380952,,,225.0
C_r010101_tau5,C,200002,980,6.892582080213845,13.905507250281874,28.04738760983956,0.3908163265306122,4.885618083164127,11.328640576355834,20.159483177398723,1.4102685771290138,656.6193511690186,91926.7091636626,0.1010204081632653,67.02761823211767,7,0.1371094449986541,3,2.857142857142857,5,5.15705525196123,10.283828704505105,12,0.8333333333333334,,,223.0
C_r010101_tau6,C,200000,980,7.007172837530601,13.990438143653051,26.916632901314397,0.4040816326530612,4.885618083164127,11.011035004039766,20.67873035048333,1.6507868695676362,682.2508940367322,95515.12516514253,0.0857142857142857,75.87456004033447,8,0.1604931678746313,5,2.0,5,3.611462853466098,8.852507041386422,12,0.8452380952380952,,,224.0
C_r010101_tau6,C,200001,980,8.486073737908047,15.474373057635937,42.305093585592665,0.3877551020408163,4.885618083164127,13.157703964707766,36.70284504568063,3.214434830986937,974.765767989772,136467.2075185681,0.1163265306122448,104.8788500907176,9,0.3125144974570633,3,5.0,9,4.240062945872832,10.868740893291529,12,0.8452380952380952,,,225.0
C_r010101_tau6,C,200002,980,6.892582080213845,13.905507250281874,28.04738760983956,0.3908163265306122,4.885618083164127,11.328640576355834,20.159483177398723,1.4102685771290138,656.6193511690186,91926.7091636626,0.1010204081632653,67.02761823211767,7,0.1371094449986541,3,2.857142857142857,5,5.15705525196123,10.283828704505105,12,0.8333333333333334,,,223.0
C_r010101_tau7,C,200000,980,7.013378743237434,13.996644049359883,26.85329199635481,0.386734693877551,4.885618083164127,11.544406127212737,19.89808190342659,1.6625763136097462,680.0226874229969,95203.17623921957,0.0959183673469387,88.7833064696606,7,0.1616393638231697,3,1.8571428571428568,4,3.620544034854394,8.86308861764425,12,0.8571428571428571,,,226.0
C_r010101_tau7,C,200001,980,8.907174578710881,15.895473898438771,42.04675999267462,0.3724489795918367,4.885618083164127,13.34921745789338,35.97293916678205,3.56182792434502,1055.9247116605438,147829.45963247612,0.1193877551020408,104.8788500907176,9,0.346288825977988,3,5.142857142857143,9,3.611905574845935,11.379997261853443,12,0.8452380952380952,,,224.0
C_r010101_tau7,C,200002,980,6.851699336030685,13.864624506098714,27.14515309714936,0.376530612244898,4.885618083164127,11.289622771008087,20.29930122021888,1.3268579373845049,645.5856594752437,90381.99232653412,0.0989795918367346,51.54132258726168,6,0.1290000772457157,2,2.4285714285714284,4,4.108775567984666,9.763968987644295,12,0.8333333333333334,,,223.0
C_r010101_tau8,C,200000,980,9.522690513172504,16.505955819294954,51.19467360558256,0.360204081632653,4.885618083164127,20.075804304046496,43.00687314736838,3.8776561851934033,1176.418030643677,164698.5242901148,0.1346938775510204,92.44844924856444,9,0.3769943513382475,7,3.0,7,4.809577411039945,12.040521554405162,12,0.8214285714285714,,,224.0
C_r010101_tau8,C,200001,980,10.427008347320315,17.415307667048207,53.39950706506318,0.3530612244897959,4.885618083164127,24.83307385260341,46.75751991175346,4.865741906374046,1356.013914362023,189841.9480106832,0.1479591836734693,103.38739437818732,9,0.4730582408974766,3,5.857142857142857,8,3.5502552976878228,12.998072440515635,12,0.8333333333333334,,,225.0
C_r010101_tau8,C,200002,980,9.685331347734127,16.69825651780215,41.71575890542024,0.3326530612244898,4.885618083164127,18.49721680446481,34.36670607570455,3.952305692396439,1203.58290636201,168501.6068906814,0.160204081632653,118.9705743701852,8,0.3842519423163204,3,3.857142857142857,5,8.914103611563744,16.672625704760634,12,0.8095238095238095,,,221.0
C_r011000_tau4,C,200000,980,6.038644205425913,13.021909511548364,23.778605145566765,0.4255102040816326,4.885618083164127,8.497474167490214,13.413666234542204,0.8276884833038283,492.83088190150943,68996.32346621131,0.0448979591836734,53.09700989453995,7,0.0804697136545388,7,1.1428571428571428,7,3.404148634064251,7.899485379261104,12,0.8809523809523809,,,145.0
