candidate,strategy,seed,calls,mean_response_min,mean_ideal_chain_min,p95_ideal_chain_min,strict_4min_rate,median_response_min,p90_response_min,p95_response_min,mean_wait_min,mean_delay_penalty_yuan_per_call,mean_daily_delay_penalty_yuan,wait_probability,max_wait_min,max_queue,mean_queue,terminal_queue,mean_end_backlog,max_end_backlog,regional_mean_gap_min,worst_region_mean_min,max_daily_dispatches_per_ambulance,daily_cap_hit_rate,mean_c_loss_min,max_c_loss_min,reserve_dispatches
A,A,400000,4200,5.602110616186585,12.57303125110722,20.683036880224503,0.4347619047619047,4.885618083164127,8.497474167490214,11.43274042711568,0.4158668727264549,407.37450418969786,57032.4305865577,0.0433333333333333,44.30268420543871,6,0.040431501515072,0,0.5666666666666667,4,3.5462279023815544,7.983407421733147,12,0.7972222222222223,,,
A,A,400001,4200,5.811107575975727,12.837171068039218,20.897621216819772,0.4264285714285714,4.885618083164127,8.497474167490214,11.540575657674236,0.5923738182631548,447.48147775952543,62647.40688633356,0.043095238095238,59.94318663858576,6,0.0575918989978067,1,1.4666666666666666,6,4.9430583425788495,9.125581984367964,12,0.7916666666666666,,,
A,A,400002,4200,5.621913517221146,12.606802406110036,20.683036880224503,0.4280952380952381,4.885618083164127,8.497474167490214,11.187021097946197,0.3931312991574599,409.9728557359079,57396.19980302711,0.0342857142857142,34.009159067005385,6,0.0382210985291974,0,0.5,4,3.743924566021049,8.146657077902347,12,0.7777777777777778,,,
A,A,400003,4200,5.745240485133464,12.7657484216414,20.683036880224503,0.4347619047619047,4.885618083164127,8.497474167490214,11.43274042711568,0.5416840629762338,435.968486999631,61035.58817994835,0.0388095238095238,75.18568330428388,6,0.0526637283449116,1,0.8333333333333334,6,4.0390761575889504,8.5249880957976,12,0.775,,,
A,A,400004,4200,5.640900451226148,12.70763060995631,20.683036880224503,0.4230952380952381,4.885618083164127,8.497474167490214,11.43274042711568,0.3565163812472331,412.7173502579208,57780.42903610891,0.0385714285714285,51.629275173079805,5,0.034661314843481,0,0.5,3,4.34153642783186,8.404913363891223,12,0.7944444444444444,,,
A,A,400005,4200,5.5370656332405,12.583287855462723,20.683036880224503,0.4328571428571429,4.885618083164127,8.497474167490214,10.774602526460402,0.3193880695820986,393.9535470215582,55153.49658301815,0.0326190476190476,40.86513286556146,4,0.0310516178760373,0,0.8,3,4.06139725685799,8.168361720584619,12,0.8083333333333333,,,
A,A,400006,4200,5.524932124243053,12.556265457576387,20.683036880224503,0.435952380952381,4.885618083164127,8.497474167490214,9.79869268479038,0.3445564526920359,392.17690103908654,54904.76614547212,0.0273809523809523,102.24129005465512,6,0.0334985440117257,0,0.4,2,3.9915561549094942,8.247551561033086,12,0.775,,,
A,A,400007,4200,5.407086056446561,12.452101929462437,20.683036880224503,0.4414285714285714,4.885618083164127,8.497474167490214,9.79869268479038,0.2470809519039245,369.6873230277934,51756.22522389108,0.0278571428571428,46.61453208353487,4,0.0240217592128815,1,0.4,3,4.307311787178426,8.626276573643302,12,0.7833333333333333,,,
A,A,400008,4200,5.241133734267494,12.209355956489716,20.683036880224503,0.4552380952380952,4.885618083164127,8.497474167490214,9.79869268479038,0.1967048957054101,339.239754679603,47493.56565514442,0.0235714285714285,42.44626302442339,4,0.0191240870824704,0,0.4666666666666667,4,3.813031095135919,7.752885519318101,12,0.7888888888888889,,,
A,A,400009,4200,5.638332269791669,12.683030682490084,20.683036880224503,0.4380952380952381,4.885618083164127,8.497474167490214,11.54704851958556,0.4431349152897643,415.2485916818764,58134.8028354627,0.0404761904761904,66.71262793486676,6,0.043082561208727,1,0.6666666666666666,6,3.952041098605478,8.500093585632513,12,0.7916666666666666,,,
A,A,400010,4200,5.583198128367382,12.583674318843574,20.683036880224503,0.4245238095238095,4.885618083164127,8.497474167490214,11.43274042711568,0.30606018934604,401.5244604787176,56213.42446702046,0.0366666666666666,26.50947007362265,5,0.0297558517419761,0,0.6,2,4.015724242643159,8.396914502285666,12,0.7861111111111111,,,
A,A,400011,4200,5.542903842355472,12.526554636006267,20.683036880224503,0.4369047619047619,4.885618083164127,8.497474167490214,10.774602526460402,0.3571526616186176,395.8959659827621,55425.43523758669,0.0352380952380952,67.46343351405085,5,0.0347231754351433,1,0.7,4,4.64906775040178,8.78071549618947,12,0.7861111111111111,,,
A,A,400012,4200,5.634536910188833,12.66431468796661,20.683036880224503,0.4226190476190476,4.885618083164127,8.497474167490214,11.00277124115061,0.3901787243282212,411.3480737685347,57588.73032759486,0.0326190476190476,39.62427849670348,6,0.0379340426430215,2,0.6,2,3.78890355590052,8.140740397554433,12,0.7861111111111111,,,
A,A,400013,4200,5.489887233694656,12.396553900361322,20.683036880224503,0.4428571428571428,4.885618083164127,8.497474167490214,10.774602526460402,0.374609356009049,386.4818179753436,54107.4545165481,0.0319047619047619,44.719616057671374,4,0.0364203540564353,1,0.8333333333333334,3,4.023720150251606,8.354816864748772,12,0.7972222222222223,,,
A,A,400014,4200,5.633739571569034,12.67761258744205,20.683036880224503,0.4376190476190476,4.885618083164127,8.497474167490214,11.00551750201985,0.4450474654717739,414.2717238376163,57998.04133726629,0.0338095238095238,57.90555592539022,5,0.0432685035875335,2,0.6333333333333333,5,4.629591356934254,8.881420497336268,12,0.7805555555555556,,,
